chrom,start,end,dose,strength_tier,young,middle,old
chr12,2044589,2044788,10nM,weak,0,0,0
chr12,2171063,2171286,10nM,weak,0,0,0
chr12,2673726,2673953,10nM,weak,0,0,0
chr12,2740882,2741116,10nM,weak,0,0,0
chr12,2764908,2765108,10nM,weak,0,0,0
chr12,2775453,2775729,10nM,weak,0,0,0
chr12,2776886,2777162,10nM,weak,0,0,0
chr12,3485877,3486169,10nM,weak,0,0,0
chr12,3550189,3550527,10nM,weak,0,0,0
chr12,3959893,3960435,10nM,weak,0,0,0
chr12,3962022,3962251,10nM,weak,0,0,0
chr12,4375568,4375805,10nM,weak,0,0,0
chr12,5919204,5919709,10nM,weak,1,0,0
chr12,6441971,6442231,10nM,weak,0,1,0
chr12,7730648,7730889,10nM,weak,0,1,0
chr12,7786563,7786831,10nM,weak,0,0,0
chr12,7915558,7915788,10nM,weak,0,1,0
chr12,9280797,9281104,10nM,weak,0,0,0
chr12,11559317,11559526,10nM,weak,0,0,0
chr12,11967988,11968175,10nM,weak,0,0,0
chr12,12295661,12295876,10nM,weak,0,1,0
chr12,12993831,12994018,10nM,weak,0,0,0
chr12,13070673,13070874,10nM,weak,0,0,0
chr12,14924744,14924964,10nM,weak,0,0,0
chr12,15188240,15188475,10nM,weak,0,0,0
chr12,15754954,15755253,10nM,weak,0,0,0
chr12,15781210,15781428,10nM,weak,0,0,0
chr12,16132470,16132710,10nM,weak,0,0,0
chr12,16310990,16311223,10nM,weak,0,0,0
chr12,16317443,16317635,10nM,weak,0,0,0
chr12,18141788,18142033,10nM,weak,0,0,0
chr12,18152636,18152911,10nM,weak,0,1,0
chr12,18567880,18568127,10nM,weak,0,0,0
chr12,18568594,18568872,10nM,weak,0,0,0
chr12,18634609,18634804,10nM,weak,0,0,0
chr12,18853150,18853385,10nM,weak,0,0,0
chr12,20011144,20011405,10nM,weak,0,0,0
chr12,21151088,21151386,10nM,weak,0,0,0
chr12,21388974,21389244,10nM,weak,0,0,0
chr12,22548501,22548714,10nM,weak,0,0,0
chr12,22598477,22598676,10nM,weak,0,0,0
chr12,22756362,22756705,10nM,weak,0,0,0
chr12,23655757,23656236,10nM,weak,0,0,0
chr12,24162796,24162979,10nM,weak,0,0,0
chr12,25835508,25835769,10nM,weak,0,0,0
chr12,25882054,25882382,10nM,weak,0,0,0
chr12,27257235,27257430,10nM,weak,0,0,0
chr12,27549239,27549424,10nM,weak,0,0,0
chr12,28202752,28202935,10nM,weak,0,0,0
chr12,28214293,28214511,10nM,weak,0,0,0
chr12,29024149,29024332,10nM,weak,0,0,0
chr12,30126106,30126311,10nM,weak,0,0,0
chr12,31423737,31423964,10nM,weak,0,0,0
chr12,31424394,31424676,10nM,weak,0,0,0
chr12,31526232,31526566,10nM,weak,0,0,0
chr12,31769186,31769469,10nM,weak,0,0,1
chr12,31918695,31918950,10nM,weak,0,1,0
chr12,32533033,32533336,10nM,weak,0,0,0
chr12,32661755,32662051,10nM,weak,0,0,0
chr12,39741769,39742051,10nM,weak,0,0,0
chr12,41012084,41012338,10nM,weak,0,0,0
chr12,41959442,41959671,10nM,weak,0,0,0
chr12,42356282,42356544,10nM,weak,0,0,0
chr12,42459215,42459609,10nM,weak,0,0,0
chr12,42576468,42576662,10nM,weak,0,0,0
chr12,42594365,42594597,10nM,weak,0,0,0
chr12,42617703,42617945,10nM,weak,0,0,0
chr12,42718570,42718844,10nM,weak,0,0,1
chr12,42747558,42747800,10nM,weak,0,0,0
chr12,43858012,43858250,10nM,weak,0,0,0
chr12,45623922,45624157,10nM,weak,0,0,0
chr12,47302058,47302350,10nM,weak,0,0,0
chr12,47367821,47368107,10nM,weak,0,0,0
chr12,47998560,47998744,10nM,weak,0,0,0
chr12,48513378,48513589,10nM,weak,0,0,0
chr12,48767559,48767784,10nM,weak,0,0,0
chr12,51043750,51043938,10nM,weak,0,1,0
chr12,51518326,51518521,10nM,weak,0,0,0
chr12,54924765,54925042,10nM,weak,0,0,0
chr12,55057369,55057602,10nM,weak,0,0,0
chr12,58938400,58938583,10nM,weak,0,1,0
chr12,59881475,59881728,10nM,weak,0,0,0
chr12,61915930,61916232,10nM,weak,0,0,0
chr12,62052807,62053032,10nM,weak,0,0,0
chr12,62407708,62407925,10nM,weak,0,0,1
chr12,63084476,63084706,10nM,weak,0,0,0
chr12,63162836,63163111,10nM,weak,0,0,0
chr12,63457058,63457371,10nM,weak,0,0,0
chr12,63599095,63599309,10nM,weak,0,1,0
chr12,64340851,64341069,10nM,weak,0,0,0
chr12,64361310,64361593,10nM,weak,0,0,0
chr12,64385393,64385633,10nM,weak,0,0,0
chr12,64598091,64598302,10nM,weak,0,1,0
chr12,65043845,65044048,10nM,weak,0,0,0
chr12,65394537,65394746,10nM,weak,0,0,0
chr12,67459533,67459842,10nM,weak,0,0,0
chr12,68827419,68827646,10nM,weak,0,0,0
chr12,68937491,68937687,10nM,weak,0,0,0
chr12,68975833,68976019,10nM,weak,0,0,0
chr12,69003063,69003246,10nM,weak,0,0,0
chr12,69934610,69934848,10nM,weak,0,0,0
chr12,70814152,70814335,10nM,weak,0,0,0
chr12,72318379,72318674,10nM,weak,0,0,0
chr12,72790763,72790946,10nM,weak,0,0,0
chr12,73643547,73643796,10nM,weak,0,0,0
chr12,73908928,73909173,10nM,weak,0,0,0
chr12,74194518,74194789,10nM,weak,0,0,0
chr12,74862550,74862795,10nM,weak,0,0,0
chr12,75770578,75770761,10nM,weak,0,0,1
chr12,75815119,75815338,10nM,weak,0,0,0
chr12,75931527,75931723,10nM,weak,0,1,0
chr12,77629248,77629480,10nM,weak,0,0,0
chr12,77763631,77763824,10nM,weak,0,0,0
chr12,77764690,77764908,10nM,weak,0,0,0
chr12,78366712,78366895,10nM,weak,0,0,0
chr12,79020096,79020279,10nM,weak,0,0,0
chr12,79706340,79706538,10nM,weak,0,0,0
chr12,80211387,80211648,10nM,weak,0,0,0
chr12,80260684,80260875,10nM,weak,0,0,0
chr12,80955372,80955569,10nM,weak,0,0,0
chr12,82902520,82902732,10nM,weak,0,0,0
chr12,83076029,83076285,10nM,weak,0,0,0
chr12,83113644,83113922,10nM,weak,0,0,0
chr12,83878593,83878950,10nM,weak,0,0,0
chr12,83963481,83963866,10nM,weak,0,0,0
chr12,86241539,86241726,10nM,weak,0,0,0
chr12,88756267,88756498,10nM,weak,0,0,0
chr12,88803076,88803365,10nM,weak,0,0,0
chr12,89389881,89390109,10nM,weak,0,0,0
chr12,91667844,91668178,10nM,weak,0,0,0
chr12,91726114,91726352,10nM,weak,0,0,0
chr12,91883748,91884045,10nM,weak,0,0,0
chr12,91974514,91974747,10nM,weak,0,0,0
chr12,92434546,92434808,10nM,weak,0,0,0
chr12,93107598,93107882,10nM,weak,0,0,0
chr12,93690712,93690935,10nM,weak,0,0,0
chr12,93854198,93854422,10nM,weak,0,0,0
chr12,93954638,93954870,10nM,weak,0,0,0
chr12,94098970,94099199,10nM,weak,0,0,1
chr12,94929889,94930167,10nM,weak,0,0,0
chr12,95146878,95147084,10nM,weak,0,0,0
chr12,95172523,95172871,10nM,weak,0,0,0
chr12,95661542,95661871,10nM,weak,0,0,0
chr12,96060115,96060424,10nM,weak,0,0,0
chr12,96785318,96785541,10nM,weak,0,0,0
chr12,97899657,97899869,10nM,weak,0,0,0
chr12,97965684,97965978,10nM,weak,0,0,0
chr12,98064316,98064524,10nM,weak,0,0,0
chr12,100400398,100400668,10nM,weak,0,0,0
chr12,101314220,101314403,10nM,weak,1,0,0
chr12,101727264,101727528,10nM,weak,0,0,0
chr12,102502114,102502357,10nM,weak,0,0,0
chr12,102521959,102522179,10nM,weak,0,0,0
chr12,102534928,102535149,10nM,weak,0,0,0
chr12,103031816,103032135,10nM,weak,0,0,0
chr12,103373901,103374085,10nM,weak,0,0,0
chr12,103851913,103852152,10nM,weak,0,0,1
chr12,104775716,104776241,10nM,weak,0,0,0
chr12,105357511,105357713,10nM,weak,0,0,0
chr12,105359867,105360097,10nM,weak,0,0,0
chr12,105879412,105879598,10nM,weak,0,0,0
chr12,106188343,106188597,10nM,weak,0,0,0
chr12,107784423,107784638,10nM,weak,0,0,0
chr12,107848423,107848689,10nM,weak,0,0,0
chr12,108281763,108282058,10nM,weak,0,0,0
chr12,108601954,108602226,10nM,weak,0,0,1
chr12,108945771,108945959,10nM,weak,0,0,0
chr12,109396451,109396802,10nM,weak,0,1,0
chr12,109752430,109752627,10nM,weak,0,0,0
chr12,109868365,109868555,10nM,weak,0,0,0
chr12,109892068,109892298,10nM,weak,0,1,0
chr12,110023573,110023757,10nM,weak,0,0,0
chr12,110074199,110074382,10nM,weak,0,0,0
chr12,110555985,110556295,10nM,weak,0,0,0
chr12,110651414,110651597,10nM,weak,0,0,0
chr12,110829219,110829488,10nM,weak,0,0,0
chr12,110965040,110965302,10nM,weak,0,0,0
chr12,111165189,111165427,10nM,weak,0,0,0
chr12,112901260,112901631,10nM,weak,0,0,0
chr12,115426713,115427046,10nM,weak,0,0,0
chr12,115821578,115821771,10nM,weak,0,0,0
chr12,116283835,116284021,10nM,weak,0,1,0
chr12,116417776,116418046,10nM,weak,0,0,0
chr12,117240429,117240669,10nM,weak,0,0,0
chr12,117371850,117372056,10nM,weak,0,0,0
chr12,119482607,119482861,10nM,weak,0,0,0
chr12,119483846,119484056,10nM,weak,0,0,0
chr12,119543264,119543459,10nM,weak,0,0,0
chr12,119648027,119648257,10nM,weak,0,0,0
chr12,121185107,121185387,10nM,weak,0,0,0
chr12,122368757,122368945,10nM,weak,0,1,0
chr12,122492413,122492663,10nM,weak,0,0,0
chr12,124224704,124224983,10nM,weak,0,0,0
chr12,124660198,124660386,10nM,weak,0,0,0
chr12,124690972,124691255,10nM,weak,0,0,0
chr12,125349731,125349960,10nM,weak,0,0,0
chr12,128013115,128013307,10nM,weak,0,0,0
chr12,128139101,128139287,10nM,weak,0,0,0
chr12,128142547,128142805,10nM,weak,0,1,0
chr12,128612129,128612380,10nM,weak,0,0,0
chr12,128680686,128680909,10nM,weak,0,0,0
chr12,130116241,130116436,10nM,weak,0,1,0
chr12,130569078,130569305,10nM,weak,0,0,0
chr12,131019069,131019292,10nM,weak,0,0,0
chr12,131382213,131382409,10nM,weak,0,0,0
chr12,131382690,131382904,10nM,weak,0,0,0
chr12,131383242,131383648,10nM,weak,0,0,0
chr12,131556964,131557297,10nM,weak,0,0,0
chr12,132165955,132166146,10nM,weak,0,0,0
chr13,19178472,19179059,10nM,weak,0,0,0
chr13,21946800,21947043,10nM,weak,0,0,0
chr13,22702838,22703090,10nM,weak,0,0,0
chr13,22703547,22703759,10nM,weak,0,0,0
chr13,22738428,22738679,10nM,weak,0,0,0
chr13,22872643,22872852,10nM,weak,0,0,0
chr13,23450321,23450683,10nM,weak,0,0,0
chr13,24067647,24067876,10nM,weak,0,1,0
chr13,24260201,24260498,10nM,weak,0,0,0
chr13,25496553,25496888,10nM,weak,0,0,0
chr13,25708772,25709007,10nM,weak,0,0,0
chr13,25920246,25920464,10nM,weak,0,0,0
chr13,26491732,26491973,10nM,weak,0,0,0
chr13,28023613,28023796,10nM,weak,0,0,0
chr13,28450328,28450558,10nM,weak,0,0,0
chr13,28714701,28714934,10nM,weak,0,1,0
chr13,28843689,28843881,10nM,weak,0,0,0
chr13,29898629,29898858,10nM,weak,0,0,0
chr13,30079289,30079515,10nM,weak,0,0,0
chr13,30377419,30377708,10nM,weak,0,0,0
chr13,30928219,30928457,10nM,weak,0,0,0
chr13,30928882,30929065,10nM,weak,0,0,0
chr13,31600198,31600542,10nM,weak,0,0,0
chr13,31683246,31683480,10nM,weak,0,0,0
chr13,32022195,32022479,10nM,weak,0,0,0
chr13,32933005,32933264,10nM,weak,0,0,0
chr13,32981505,32981763,10nM,weak,0,0,0
chr13,33065438,33065633,10nM,weak,0,0,0
chr13,33453259,33453461,10nM,weak,0,0,0
chr13,33692279,33692579,10nM,weak,0,0,0
chr13,34256584,34256780,10nM,weak,0,0,0
chr13,35831492,35831732,10nM,weak,0,0,0
chr13,35983763,35984024,10nM,weak,0,0,0
chr13,36062754,36063215,10nM,weak,0,0,0
chr13,36827936,36828195,10nM,weak,0,0,0
chr13,36870765,36870962,10nM,weak,0,0,0
chr13,38215255,38215439,10nM,weak,0,0,0
chr13,38782620,38782891,10nM,weak,0,0,0
chr13,39553786,39553969,10nM,weak,0,0,0
chr13,39812149,39812382,10nM,weak,0,0,0
chr13,40152985,40153176,10nM,weak,0,0,0
chr13,41508891,41509142,10nM,weak,0,1,0
chr13,41782133,41782326,10nM,weak,0,0,0
chr13,41812346,41812548,10nM,weak,0,0,0
chr13,42546869,42547155,10nM,weak,0,0,0
chr13,42767854,42768321,10nM,weak,0,0,0
chr13,43233034,43233290,10nM,weak,0,0,0
chr13,44109181,44109364,10nM,weak,0,0,0
chr13,44554643,44554879,10nM,weak,0,0,0
chr13,44643640,44643978,10nM,weak,0,0,0
chr13,44874959,44875142,10nM,weak,0,0,0
chr13,45449212,45449475,10nM,weak,0,0,0
chr13,45754074,45754294,10nM,weak,0,0,0
chr13,45876888,45877102,10nM,weak,0,0,0
chr13,48096587,48096875,10nM,weak,0,0,0
chr13,49233940,49234302,10nM,weak,0,0,0
chr13,50146968,50147151,10nM,weak,0,0,0
chr13,50300110,50300371,10nM,weak,0,0,0
chr13,52394940,52395188,10nM,weak,0,0,0
chr13,53010730,53010990,10nM,weak,0,0,0
chr13,53052526,53052878,10nM,weak,0,0,0
chr13,53605354,53605667,10nM,weak,0,0,0
chr13,53800179,53800405,10nM,weak,0,0,0
chr13,53939761,53940027,10nM,weak,0,0,0
chr13,53941406,53941653,10nM,weak,0,0,0
chr13,54591668,54591851,10nM,weak,0,0,0
chr13,60103881,60104152,10nM,weak,0,0,0
chr13,62243143,62243353,10nM,weak,0,0,0
chr13,64218145,64218370,10nM,weak,0,0,0
chr13,65214504,65214890,10nM,weak,0,0,0
chr13,68686506,68686772,10nM,weak,0,0,0
chr13,70870032,70870240,10nM,weak,0,0,0
chr13,71715013,71715391,10nM,weak,0,0,0
chr13,72405504,72405779,10nM,weak,0,0,0
chr13,73133661,73133852,10nM,weak,0,0,0
chr13,73185478,73185674,10nM,weak,0,1,0
chr13,73369227,73369475,10nM,weak,0,0,0
chr13,75414065,75414324,10nM,weak,0,0,0
chr13,78869227,78869529,10nM,weak,0,0,0
chr13,80572294,80572494,10nM,weak,0,0,0
chr13,81390185,81390383,10nM,weak,0,0,0
chr13,81686997,81687181,10nM,weak,0,0,0
chr13,81874302,81874609,10nM,weak,0,0,0
chr13,81992371,81992554,10nM,weak,0,0,0
chr13,82091014,82091323,10nM,weak,0,0,0
chr13,82285247,82285479,10nM,weak,0,0,0
chr13,85209667,85209952,10nM,weak,0,0,0
chr13,90838600,90838809,10nM,weak,0,0,0
chr13,93326546,93326732,10nM,weak,0,0,0
chr13,93366216,93366498,10nM,weak,0,0,0
chr13,95438378,95438567,10nM,weak,0,0,1
chr13,96265621,96265852,10nM,weak,0,0,0
chr13,96540827,96541046,10nM,weak,0,1,0
chr13,97192239,97192442,10nM,weak,0,0,0
chr13,97932116,97932307,10nM,weak,0,0,0
chr13,98544134,98544336,10nM,weak,0,0,0
chr13,99081536,99081725,10nM,weak,0,0,0
chr13,102897803,102898023,10nM,weak,0,0,0
chr13,103640894,103641167,10nM,weak,0,0,0
chr13,103676347,103676625,10nM,weak,0,0,0
chr13,103731720,103731903,10nM,weak,0,0,0
chr13,103798914,103799340,10nM,weak,0,0,0
chr13,105906982,105907216,10nM,weak,0,0,0
chr13,106734281,106734608,10nM,weak,0,0,0
chr13,108314839,108315023,10nM,weak,0,0,0
chr13,108705260,108705452,10nM,weak,0,0,0
chr13,108981553,108981759,10nM,weak,0,0,0
chr13,109026737,109026922,10nM,weak,0,0,0
chr13,109614857,109615167,10nM,weak,0,0,0
chr13,109868981,109869192,10nM,weak,0,0,0
chr13,110509636,110509913,10nM,weak,0,0,0
chr13,110837825,110838008,10nM,weak,0,0,0
chr13,111002536,111002781,10nM,weak,0,0,0
chr13,112094237,112094465,10nM,weak,0,0,0
chr13,112510327,112510518,10nM,weak,0,0,0
chr13,112670142,112670573,10nM,weak,0,1,0
chr13,112761948,112762139,10nM,weak,0,0,0
chr13,112805013,112805196,10nM,weak,0,0,0
chr13,113112659,113112905,10nM,weak,0,0,0
chr13,113411458,113411662,10nM,weak,0,0,0
chr13,113763044,113763243,10nM,weak,0,0,0
chr13,113833491,113834254,10nM,weak,0,0,0
chr13,114182609,114182838,10nM,weak,0,0,0
chr14,20839537,20839795,10nM,weak,0,0,0
chr14,22108582,22108821,10nM,weak,0,0,0
chr14,22796944,22797150,10nM,weak,0,0,0
chr14,23174036,23174220,10nM,weak,0,0,0
chr14,23601879,23602062,10nM,weak,0,0,0
chr14,23790436,23790715,10nM,weak,0,0,0
chr14,23895944,23896234,10nM,weak,0,0,0
chr14,24010359,24010669,10nM,weak,0,0,0
chr14,24061421,24061712,10nM,weak,0,0,0
chr14,24471304,24471552,10nM,weak,0,0,0
chr14,28613454,28613659,10nM,weak,0,0,0
chr14,28811228,28811453,10nM,weak,0,0,0
chr14,29008792,29009002,10nM,weak,0,0,0
chr14,33492778,33493063,10nM,weak,0,0,0
chr14,35196641,35196878,10nM,weak,0,0,0
chr14,36810478,36810671,10nM,weak,0,0,0
chr14,36997846,36998057,10nM,weak,0,0,0
chr14,37110491,37110746,10nM,weak,0,0,0
chr14,38049924,38050140,10nM,weak,0,0,0
chr14,38339287,38339532,10nM,weak,0,0,0
chr14,38383247,38383556,10nM,weak,0,0,0
chr14,38905611,38905869,10nM,weak,0,0,0
chr14,42130662,42130902,10nM,weak,0,0,0
chr14,42198266,42198521,10nM,weak,0,0,0
chr14,42214998,42215305,10nM,weak,0,0,0
chr14,42248550,42248848,10nM,weak,0,0,0
chr14,42720106,42720399,10nM,weak,0,0,0
chr14,43019747,43020070,10nM,weak,0,0,0
chr14,44812107,44812370,10nM,weak,0,0,0
chr14,46240190,46240421,10nM,weak,0,0,0
chr14,49345767,49346025,10nM,weak,0,0,0
chr14,51918116,51918302,10nM,weak,0,0,0
chr14,52206568,52206751,10nM,weak,0,0,0
chr14,52471424,52471649,10nM,weak,0,0,0
chr14,52846831,52847128,10nM,weak,0,0,0
chr14,53145744,53145994,10nM,weak,0,1,0
chr14,53328050,53328233,10nM,weak,0,0,0
chr14,54258363,54258651,10nM,weak,0,0,0
chr14,55721376,55721661,10nM,weak,0,0,0
chr14,56500334,56500584,10nM,weak,0,0,0
chr14,56511590,56512094,10nM,weak,0,0,0
chr14,56929625,56929855,10nM,weak,0,0,0
chr14,56985391,56985589,10nM,weak,0,0,0
chr14,57478150,57478465,10nM,weak,0,0,0
chr14,57479915,57480128,10nM,weak,0,0,0
chr14,57481544,57481760,10nM,weak,0,0,0
chr14,57483619,57483880,10nM,weak,0,0,0
chr14,59299229,59299440,10nM,weak,0,0,0
chr14,59863537,59863733,10nM,weak,0,0,0
chr14,61646630,61646864,10nM,weak,0,0,0
chr14,64275045,64275353,10nM,weak,0,0,0
chr14,64808358,64808559,10nM,weak,0,0,0
chr14,65127109,65127337,10nM,weak,0,0,0
chr14,65940149,65940334,10nM,weak,0,0,0
chr14,66488269,66488515,10nM,weak,0,0,0
chr14,67501288,67501471,10nM,weak,0,0,0
chr14,68382313,68382507,10nM,weak,0,0,0
chr14,68896703,68896896,10nM,weak,0,0,0
chr14,69922375,69922558,10nM,weak,0,0,0
chr14,71163046,71163466,10nM,weak,0,0,0
chr14,71515988,71516213,10nM,weak,0,0,0
chr14,71654561,71654744,10nM,weak,0,0,0
chr14,72123804,72124361,10nM,weak,0,0,0
chr14,72263171,72263438,10nM,weak,0,0,0
chr14,72463655,72463852,10nM,weak,0,0,0
chr14,73260810,73261022,10nM,weak,0,0,0
chr14,75347942,75348198,10nM,weak,0,0,0
chr14,75369619,75369828,10nM,weak,0,0,0
chr14,76861278,76861574,10nM,weak,0,0,0
chr14,77083019,77083213,10nM,weak,0,0,0
chr14,77318166,77318385,10nM,weak,0,0,0
chr14,79515330,79515559,10nM,weak,0,0,0
chr14,79691920,79692163,10nM,weak,0,0,0
chr14,80016797,80017000,10nM,weak,0,0,0
chr14,80054053,80054314,10nM,weak,0,0,0
chr14,81237739,81237972,10nM,weak,0,0,0
chr14,81289530,81289725,10nM,weak,0,0,0
chr14,84224212,84224417,10nM,weak,0,0,0
chr14,84236144,84236461,10nM,weak,0,0,0
chr14,84335851,84336110,10nM,weak,0,0,0
chr14,89565829,89566033,10nM,weak,0,0,0
chr14,90612540,90612828,10nM,weak,0,0,0
chr14,91682229,91682444,10nM,weak,0,0,0
chr14,92337985,92338222,10nM,weak,0,0,0
chr14,92366333,92366573,10nM,weak,0,0,0
chr14,93152320,93152607,10nM,weak,0,0,1
chr14,93172261,93172444,10nM,weak,0,0,1
chr14,93546928,93547176,10nM,weak,0,0,0
chr14,93547437,93547636,10nM,weak,0,0,0
chr14,94028643,94028826,10nM,weak,0,0,0
chr14,94643693,94644190,10nM,weak,0,0,0
chr14,94978498,94978718,10nM,weak,0,0,0
chr14,95364814,95365102,10nM,weak,0,0,0
chr14,95485415,95485624,10nM,weak,0,0,0
chr14,95633963,95634219,10nM,weak,0,0,0
chr14,95692989,95693186,10nM,weak,0,0,0
chr14,95905463,95905683,10nM,weak,0,0,0
chr14,96671806,96672048,10nM,weak,0,0,0
chr14,97353898,97354099,10nM,weak,0,0,0
chr14,97371999,97372275,10nM,weak,0,0,0
chr14,97389194,97389500,10nM,weak,0,0,0
chr14,97497976,97498183,10nM,weak,0,0,0
chr14,97510383,97510668,10nM,weak,0,0,0
chr14,97774330,97774521,10nM,weak,0,0,0
chr14,97946001,97946339,10nM,weak,0,0,0
chr14,97964085,97964313,10nM,weak,0,0,0
chr14,98446997,98447186,10nM,weak,0,0,0
chr14,98525955,98526138,10nM,weak,0,0,0
chr14,98757279,98757576,10nM,weak,0,0,0
chr14,100660524,100660720,10nM,weak,0,0,0
chr14,101336127,101336598,10nM,weak,0,0,0
chr14,102880972,102881179,10nM,weak,0,1,0
chr14,102972932,102973163,10nM,weak,0,0,0
chr14,105182464,105182696,10nM,weak,0,0,0
chr14,105338254,105338441,10nM,weak,0,0,0
chr14,105843385,105843626,10nM,weak,0,0,0
chr14,105858556,105858904,10nM,weak,0,0,0
chr14,105914734,105915080,10nM,weak,0,0,0
chr14,106063905,106064108,10nM,weak,0,0,0
chr14,106166098,106166701,10nM,weak,0,0,0
chr14,106390335,106391034,10nM,weak,0,0,0
chr14,106559140,106559397,10nM,weak,0,0,0
chr14,106683290,106683513,10nM,weak,0,0,0
chr15,22955229,22955415,10nM,weak,0,0,0
chr15,23582478,23582746,10nM,weak,0,1,0
chr15,24895104,24895336,10nM,weak,0,0,0
chr15,24906099,24906315,10nM,weak,0,0,1
chr15,25825129,25825324,10nM,weak,0,0,0
chr15,25861258,25861480,10nM,weak,0,0,0
chr15,27165234,27165417,10nM,weak,0,0,0
chr15,27541123,27541406,10nM,weak,0,0,0
chr15,27549608,27549953,10nM,weak,0,0,0
chr15,27691190,27691456,10nM,weak,0,0,0
chr15,29239485,29239715,10nM,weak,0,0,0
chr15,31200353,31200536,10nM,weak,0,0,0
chr15,36451352,36451566,10nM,weak,0,0,0
chr15,40371034,40371222,10nM,weak,0,0,0
chr15,40968774,40969046,10nM,weak,0,0,1
chr15,42014746,42014967,10nM,weak,0,0,0
chr15,42044889,42045136,10nM,weak,0,0,0
chr15,42063091,42063280,10nM,weak,0,0,0
chr15,42139085,42139294,10nM,weak,0,0,0
chr15,47517852,47518149,10nM,weak,0,0,0
chr15,47624117,47624385,10nM,weak,0,0,0
chr15,50791510,50791734,10nM,weak,0,0,0
chr15,52854591,52854964,10nM,weak,0,0,0
chr15,52866655,52866849,10nM,weak,0,0,0
chr15,53331913,53332136,10nM,weak,0,0,0
chr15,53482587,53482780,10nM,weak,0,0,0
chr15,53552319,53552560,10nM,weak,0,0,0
chr15,56580494,56580864,10nM,weak,0,0,0
chr15,57340964,57341158,10nM,weak,0,0,0
chr15,57460176,57460371,10nM,weak,0,0,0
chr15,58425885,58426175,10nM,weak,0,0,0
chr15,58561097,58561338,10nM,weak,0,0,0
chr15,58758176,58758401,10nM,weak,0,0,1
chr15,59812803,59813109,10nM,weak,0,0,0
chr15,60907366,60907571,10nM,weak,0,0,0
chr15,62800565,62800783,10nM,weak,0,0,0
chr15,62813564,62813871,10nM,weak,0,1,0
chr15,62845471,62845732,10nM,weak,0,0,0
chr15,62978117,62978530,10nM,weak,0,0,0
chr15,63914035,63914236,10nM,weak,0,0,0
chr15,63993143,63993339,10nM,weak,0,0,0
chr15,64522407,64522613,10nM,weak,0,0,0
chr15,64704568,64704751,10nM,weak,0,0,0
chr15,65198147,65198375,10nM,weak,0,0,0
chr15,65227406,65227670,10nM,weak,0,1,0
chr15,65259347,65259537,10nM,weak,0,0,0
chr15,65260843,65261082,10nM,weak,0,0,0
chr15,65263093,65263363,10nM,weak,0,0,0
chr15,65266509,65266828,10nM,weak,0,0,0
chr15,67109249,67109432,10nM,weak,0,0,0
chr15,69000512,69000810,10nM,weak,0,0,0
chr15,69034671,69034860,10nM,weak,0,0,1
chr15,69886868,69887321,10nM,weak,0,0,0
chr15,69921685,69921899,10nM,weak,0,0,0
chr15,69955449,69955665,10nM,weak,0,0,0
chr15,70281781,70282038,10nM,weak,0,0,0
chr15,70417609,70417812,10nM,weak,0,0,0
chr15,70551989,70552293,10nM,weak,0,0,0
chr15,71246432,71246679,10nM,weak,0,0,0
chr15,73777375,73777576,10nM,weak,0,0,0
chr15,73909580,73909786,10nM,weak,0,0,0
chr15,75249056,75249247,10nM,weak,0,0,0
chr15,75706621,75706936,10nM,weak,0,0,0
chr15,76696907,76697241,10nM,weak,0,0,0
chr15,77884516,77884777,10nM,weak,0,0,0
chr15,77892359,77892550,10nM,weak,0,0,0
chr15,79348092,79348315,10nM,weak,0,0,0
chr15,79762808,79763038,10nM,weak,0,0,0
chr15,79777891,79778161,10nM,weak,0,0,0
chr15,79778402,79778708,10nM,weak,0,0,0
chr15,80526988,80527301,10nM,weak,0,0,0
chr15,80920799,80921113,10nM,weak,0,0,0
chr15,81381276,81381501,10nM,weak,0,0,0
chr15,81813156,81813411,10nM,weak,0,0,0
chr15,81845525,81845839,10nM,weak,0,0,0
chr15,82143484,82143717,10nM,weak,0,0,0
chr15,83613614,83613885,10nM,weak,0,0,0
chr15,84109044,84109336,10nM,weak,0,0,0
chr15,86515723,86516016,10nM,weak,0,0,0
chr15,86645487,86645780,10nM,weak,0,0,0
chr15,86882012,86882403,10nM,weak,0,0,0
chr15,86891574,86891844,10nM,weak,0,0,0
chr15,87172546,87172975,10nM,weak,0,0,0
chr15,87200228,87200431,10nM,weak,0,0,0
chr15,87347593,87347819,10nM,weak,0,0,0
chr15,87846290,87846483,10nM,weak,0,0,0
chr15,88310071,88310335,10nM,weak,0,0,0
chr15,89157200,89157429,10nM,weak,0,0,0
chr15,90347295,90347497,10nM,weak,0,0,0
chr15,90537044,90537340,10nM,weak,0,0,0
chr15,91153602,91153833,10nM,weak,0,0,0
chr15,92069307,92069666,10nM,weak,0,0,0
chr15,93305640,93305987,10nM,weak,0,0,0
chr15,93473273,93473559,10nM,weak,0,0,0
chr15,93780886,93781089,10nM,weak,1,0,0
chr15,94063619,94063802,10nM,weak,0,0,0
chr15,94348982,94349224,10nM,weak,0,0,0
chr15,94704289,94704516,10nM,weak,0,0,0
chr15,94780257,94780489,10nM,weak,0,0,0
chr15,94929372,94929567,10nM,weak,0,0,0
chr15,95783294,95783726,10nM,weak,0,0,0
chr15,95825759,95826084,10nM,weak,0,0,0
chr15,96097865,96098124,10nM,weak,0,0,0
chr15,96372780,96373047,10nM,weak,0,0,0
