"dose","chrom","start","end","atac","h3k27ac","pro_plus_abs","pro_minus_abs","proseq_mag","proseq_bidir","atac_log","h3k27ac_log","proseq_log","enhancer_score","pc1_var_explained","strength_tier"
"1nM","chr1",76265163,76265351,9.555555556,0.5,0,0,0,0,2.35665231430643,0.405465108108164,0,-2.81435115209936,0.77672,"weak"
"1nM","chr1",76772503,76772713,6.571428571,0.5,0,0,0,0,2.0243817644402,0.405465108108164,0,-3.02606076661476,0.77672,"weak"
"1nM","chr1",76944186,76944415,17.77777778,3.555555556,0.75,0.3633333333,1.1133333333,0.4844444444,2.9326741377052,1.51634748946565,0.748266479765252,-1.50449861991422,0.77672,"weak"
"1nM","chr1",76945059,76945298,24.875,10.88888889,1.125,6.876666667,8.001666667,0.163596703821445,3.25327725158553,2.47560425721914,2.19740974541378,-0.124939616821799,0.77672,"middle"
"1nM","chr1",78800848,78801133,11.1,2.666666667,0,0,0,0,2.4932054526027,1.29928298422117,0,-2.23950218125195,0.77672,"weak"
"1nM","chr1",78927968,78928182,7.777777778,2,0,0,0,0,2.17222327515612,1.09861228866811,0,-2.55354466920943,0.77672,"weak"
"1nM","chr1",79361272,79361541,27.2,7.777777778,0.56,0.545,1.105,0.973214285714286,3.33932197794407,2.17222327515612,0.744315467134345,-0.88920088658776,0.77672,"weak"
"1nM","chr1",79392499,79392737,19.6,6.5,0,4.778,4.778,0,3.02529107579554,2.01490302054226,1.75405760204404,-0.721041633672342,0.77672,"middle"
"1nM","chr1",81167146,81167334,12.375,4.2,2.81,0.545,3.355,0.193950177935943,2.59338729278207,1.64865862558738,1.47132461030447,-1.32328226116674,0.77672,"weak"
"1nM","chr1",82386771,82387115,33.2,1.333333333,0.56,0.3633333333,0.9233333333,0.64880952375,3.53222564406856,0.847297860244346,0.654059791834568,-1.53002082169325,0.77672,"weak"
"1nM","chr1",84759845,84760024,96.5,4.5,7.194,0.545,7.739,0.0757575757575758,4.5798523780038,1.70474809223843,2.16779576664541,0.286252467328575,0.77672,"middle"
"1nM","chr1",85278795,85279016,45.2,6.714285714,3.37,0.652,4.022,0.193471810089021,3.83297979808769,2.04307389747192,1.61382826073539,-0.254104304162007,0.77672,"middle"
"1nM","chr1",85297942,85298121,250.375,5.5,33.155,1.086666667,34.241666667,0.0327753481224551,5.52694584809282,1.87180217690159,3.5622290946999,1.60800002656355,0.77672,"strong"
"1nM","chr1",85504168,85504548,38.1875,2.666666667,0,0.545,0.545,0,3.66835781839314,1.29928298422117,0.435023910349709,-1.29509805445613,0.77672,"weak"
"1nM","chr1",85551007,85551201,40.875,5,4.495,0.545,5.04,0.121245828698554,3.73468899014523,1.79175946922805,1.79840401194672,-0.370888459170996,0.77672,"middle"
"1nM","chr1",85822770,85823023,50.09090909,6.142857143,0.75,0,0.75,0,3.93360657707753,1.96611285639283,0.559615787935423,-0.706105806999119,0.77672,"middle"
"1nM","chr1",85830588,85830833,69.72727273,17.8,1.685,9.228333333,10.913333333,0.182589850105927,4.25883125141858,2.9338568698359,2.47765822103519,0.89190858022996,0.77672,"strong"
"1nM","chr1",87715148,87715330,28.44444444,6,0.3733333333,0,0.3733333333,0,3.38250524849906,1.94591014905531,0.317240874669053,-1.17727574646623,0.77672,"weak"
"1nM","chr1",88293524,88294092,17.4,8.047619048,0.56,0,0.56,0,2.91235066461494,2.20250163447917,0.444685821261446,-1.27947692816864,0.77672,"weak"
"1nM","chr1",89049092,89049281,31.75,1.333333333,1.125,2.17,3.295,0.518433179723502,3.48890296208126,0.847297860244346,1.45745155543622,-1.19631429243943,0.77672,"weak"
"1nM","chr1",89743408,89743617,13.88888889,0.6666666667,0,4.343333333,4.343333333,0,2.70061522268932,0.510825623785991,1.67584967789097,-1.78400499981846,0.77672,"weak"
"1nM","chr1",91100239,91100603,31.33333333,4.25,1.125,0,1.125,0,3.47609868973218,1.65822807660353,0.75377180237638,-1.07833620042297,0.77672,"weak"
"1nM","chr1",91749835,91750031,47,3.666666667,0.56,0.3633333333,0.9233333333,0.64880952375,3.87120101090789,1.54044504101858,0.654059791834568,-0.935721812573702,0.77672,"weak"
"1nM","chr1",91777635,91777863,20.6,9,8.99,2.17,11.16,0.241379310344828,3.07269331469012,2.30258509299405,2.49815187653802,-0.199180803663514,0.77672,"middle"
"1nM","chr1",93755764,93756000,40.44444444,2.5,6.745,2.17,8.915,0.321719792438844,3.72435384220036,1.25276296849537,2.29404876197176,-0.448749332885227,0.77672,"middle"
"1nM","chr1",93779814,93780031,108.9,6.571428571,1.123333333,1.086666667,2.21,0.96735905102889,4.69957086140958,2.0243817644402,1.16627093714192,0.0865707301411134,0.77672,"middle"
"1nM","chr1",93781850,93782040,12.5,4.166666667,0,0,0,0,2.60268968544438,1.64222773532161,0,-1.98256510332295,0.77672,"weak"
"1nM","chr1",94101028,94101295,46.375,2.285714286,4.495,1.086666667,5.581666667,0.241750092769744,3.85809466340259,1.18958406696079,1.88428800612115,-0.582299848281744,0.77672,"middle"
"1nM","chr1",94247857,94248035,38.625,8.125,14.8925,7.6,22.4925,0.510323988584858,3.67946023219744,2.21101789946856,3.15668122127508,0.433610879988506,0.77672,"middle"
"1nM","chr1",94252400,94252639,26.66666667,4.5,6.518,8.252,14.77,0.789869122636936,3.32022831924897,1.70474809223843,2.75810940097495,-0.250847793219592,0.77672,"middle"
"1nM","chr1",94423097,94423336,17.5,3,5.62,2.715,8.335,0.483096085409253,2.91777073208428,1.38629436111989,2.23377077699369,-0.916899987752458,0.77672,"weak"
"1nM","chr1",95124937,95125118,14.14285714,1.5,4.27,0,4.27,0,2.71752894486807,0.916290731874155,1.66203036255327,-1.55814175500973,0.77672,"weak"
"1nM","chr1",101366052,101366269,16.75,2.8,1.125,0,1.125,0,2.87638551592142,1.33500106673234,0.75377180237638,-1.63686583863567,0.77672,"weak"
"1nM","chr1",102052188,102052467,42.09090909,1.333333333,11.8,0,11.8,0,3.76331204887561,0.847297860244346,2.54944517092557,-0.530368540394177,0.77672,"middle"
"1nM","chr1",102434484,102434709,55.7,0,0,0,0,0,4.03777421073371,0,0,-1.9645084269021,0.77672,"weak"
"1nM","chr1",107420551,107420826,28.18181818,3.666666667,0.3733333333,1.63,2.0033333333,0.229038854785276,3.37354585026934,1.54044504101858,1.09972278294104,-1.05237956561329,0.77672,"weak"
"1nM","chr1",107756413,107756674,56.09090909,28.72727273,2.246666667,3.256,5.502666667,0.690008190110565,4.0446448936539,3.39206489819063,1.87221234923096,0.733238238790546,0.77672,"strong"
"1nM","chr1",107936675,107936935,211.6363636,8.285714286,0.56,6.078,6.638,0.092135570911484,5.3595834936148,2.22847712087109,2.03313578880332,1.00835497072291,0.77672,"strong"
"1nM","chr1",108199205,108199512,178.0769231,50.3,169.7085714,86.24142857,255.94999997,0.508173675958479,5.18781545151866,3.93769075217672,5.54888151332148,3.41293327000666,0.77672,"strong"
"1nM","chr1",109115686,109115954,25.83333333,25.22222222,71.93,6.335,78.265,0.088071736410399,3.28964489563218,3.26660722760464,4.37279666929519,1.30829761884731,0.77672,"strong"
"1nM","chr1",109138036,109138266,66,11.22222222,20.454,2.171666667,22.625666667,0.106173201672045,4.20469261939097,2.50325578827438,3.16233369169066,0.930312649522701,0.77672,"strong"
"1nM","chr1",109152291,109152489,119.1111111,41.25,32.592,49.296,81.888,0.661148977604674,4.78841724021048,3.74360435380318,4.41749029894945,2.54369940203339,0.77672,"strong"
"1nM","chr1",109154634,109154837,24.5,27.22222222,16.634,2.896666667,19.530666667,0.174141317001323,3.23867845216438,3.34010968960358,3.02191970332387,0.70841023005818,0.77672,"strong"
"1nM","chr1",109199227,109199532,56.61538462,21.5,4.817142857,6.514,11.331142857,0.739506118667485,4.05378962613579,3.11351530921037,2.51212800201308,0.874823271414701,0.77672,"strong"
"1nM","chr1",109246327,109246512,138.75,18.66666667,22.1975,9.23,31.4275,0.415812591508053,4.93985511203521,2.9789251554071,3.47900682823269,1.80076540040784,0.77672,"strong"
"1nM","chr1",109724307,109724731,15.53333333,28.06666667,4.9175,12.48625,17.40375,0.393833216538192,2.80537854486116,3.3695920423615,2.91255444819748,0.399235159201532,0.77672,"middle"
"1nM","chr1",109725615,109725800,97.5,14.14285714,25.29,4.3425,29.6325,0.171708185053381,4.59005654817804,2.71752894486807,3.42206153684146,1.40960842481596,0.77672,"strong"
"1nM","chr1",109948072,109948261,17.125,5,0.75,0,0.75,0,2.89729220074074,1.79175946922805,0.559615787935423,-1.46156570113693,0.77672,"weak"
"1nM","chr1",109950508,109950788,40.33333333,2.166666667,1.9675,0.3633333333,2.3308333333,0.184667513748412,3.72166927685628,1.15267951004365,1.20322252292522,-0.995663200916709,0.77672,"weak"
"1nM","chr1",110246048,110246257,16.5,0.5,0,0,0,0,2.86220088092947,0.405465108108164,0,-2.49223565856053,0.77672,"weak"
"1nM","chr1",110746388,110746855,91.1,15.76470588,0.3733333333,1.52,1.8933333333,0.245614035065789,4.52287494326126,2.81927583607208,1.06240923999263,0.361127750201912,0.77672,"middle"
"1nM","chr1",111099311,111099508,34.77777778,1.5,0.56,0,0.56,0,3.5773269682703,0.916290731874155,0.444685821261446,-1.55778989859471,0.77672,"weak"
"1nM","chr1",111471029,111471231,11.88888889,1.333333333,0.56,0,0.56,0,2.55636561385635,0.847297860244346,0.444685821261446,-2.24596204855815,0.77672,"weak"
"1nM","chr1",111473253,111473652,20.6875,2.625,0.3733333333,2.715,3.0883333333,0.137507673406998,3.07673605770708,1.28785428830664,1.40813738903419,-1.24065460889747,0.77672,"weak"
"1nM","chr1",111513417,111513851,105.4210526,10.81818182,2.81,1.954,4.764,0.695373665480427,4.66740342011724,2.46963917781106,1.75163167813728,0.572349636508029,0.77672,"middle"
"1nM","chr1",111514839,111515055,18.9,7.571428571,5.06,2.17,7.23,0.428853754940711,2.99071973173045,2.14843441311679,2.10778601468898,-0.511105583827699,0.77672,"middle"
"1nM","chr1",111893643,111893898,31.9,6.5,1.685,0,1.685,0,3.49347265777133,2.01490302054226,0.987680727960828,-0.767398188303401,0.77672,"middle"
"1nM","chr1",111978799,111979037,42.55555556,3.833333333,8.766,8.6875,17.4535,0.991044946383755,3.77403726255628,1.57553636068945,2.91525405439243,0.0384507365750153,0.77672,"middle"
"1nM","chr1",111987997,111988188,19.5,3.2,0.56,2.533333333,3.093333333,0.221052631608033,3.02042488614436,1.43508452528932,1.40935963396945,-1.19562641478275,0.77672,"weak"
"1nM","chr1",113217556,113217796,19.8,7.125,0,1.086666667,1.086666667,0,3.03495298670727,2.0949457282158,0.735567896603642,-1.12924460638627,0.77672,"weak"
"1nM","chr1",113388233,113388465,38.4,22.66666667,10.86333333,37.46,48.32333333,0.289998220234917,3.67376581630389,3.16406758851405,3.89839726177875,1.2837264230566,0.77672,"strong"
"1nM","chr1",113388753,113388948,168,9.285714286,21.915,86.59,108.505,0.253089271278439,5.12989871492307,2.33075596998852,4.69597021031453,2.11539105039938,0.77672,"strong"
"1nM","chr1",113976649,113976918,236.1666667,41.41666667,26.97285714,22.368,49.34085714,0.829278110357426,5.46876312900235,3.74754136684111,3.9188170165785,2.75506888771965,0.77672,"strong"
"1nM","chr1",113989428,113989673,54.3,2.857142857,0,0.3633333333,0.3633333333,0,4.01277290852829,1.34992671691198,0.309932681362151,-1.10426662418853,0.77672,"weak"
"1nM","chr1",114034092,114034399,205.5384615,14.36363636,35.40333333,118.8925,154.29583333,0.29777600210274,5.33048664929521,2.73200344188802,5.04533189998145,2.61931593161873,0.77672,"strong"
"1nM","chr1",114043154,114043376,47.8,6.857142857,2.246666667,17.37,19.616666667,0.129341777029361,3.8877303128591,2.06142303615898,3.02609981018656,0.425937468412952,0.77672,"middle"
"1nM","chr1",115401016,115401265,53.09090909,1.857142857,0,1.9,1.9,0,3.99066613273045,1.04982212444868,1.06471073699243,-0.942701299120279,0.77672,"weak"
"1nM","chr1",115665480,115665754,156.75,11.33333333,8.616666667,2.1725,10.789166667,0.252127659564715,5.06101150142132,2.51230562370584,2.46718103071112,1.16823287834148,0.77672,"strong"
"1nM","chr1",115713116,115713357,269.7272727,19.45454545,7.42,34.31,41.73,0.216263480034975,5.60111194034485,3.01820512918383,3.75490124965593,2.3676091167399,0.77672,"strong"
"1nM","chr1",115815768,115815948,36.375,9.125,0,0,0,0,3.62100203171085,2.3150076129926,0,-0.96653592162303,0.77672,"weak"
"1nM","chr1",116008733,116008966,47.8,1.75,1.496666667,0.3633333333,1.8600000003,0.242761692573995,3.8877303128591,1.01160091167848,1.05082162493666,-1.03539528870541,0.77672,"weak"
"1nM","chr1",116010867,116011052,16.25,3.25,3.148,0.545,3.693,0.173125794155019,2.84781214347737,1.44691898293633,1.54607203681228,-1.23766542234947,0.77672,"weak"
"1nM","chr1",116167289,116167644,21.06666667,3,1.685,1.085,2.77,0.643916913946587,3.09406817442591,1.38629436111989,1.32707500145992,-1.21233927063494,0.77672,"weak"
"1nM","chr1",116290145,116290349,26.77777778,3.5,2.25,0,2.25,0,3.32423634060603,1.50407739677627,1.17865499634165,-1.06814871681333,0.77672,"weak"
"1nM","chr1",116652692,116653063,62.625,2.142857143,15.958,8.8225,24.7805,0.552857500939967,4.15300647487069,1.14513230434846,3.24961839220271,0.195375772868266,0.77672,"middle"
"1nM","chr1",116791829,116792025,37.875,1.666666667,0,8.145,8.145,0,3.6603513704994,0.980829253136726,2.21320728184283,-0.674306561077731,0.77672,"middle"
"1nM","chr1",116858983,116859242,129.5454545,14.75,4.123333333,1.81,5.933333333,0.43896523851568,4.87172147646161,2.75684036527164,1.93634069799109,0.942355755470091,0.77672,"strong"
"1nM","chr1",116879801,116880032,105.9,18.11111111,9.218,23.6175,32.8355,0.390303800148195,4.671893818031,2.95026989941909,3.52151054717216,1.63350638420195,0.77672,"strong"
"1nM","chr1",117847207,117847455,19.1,5.375,1.1225,2.824,3.9465,0.397485835694051,3.00071981506503,1.85238409104449,1.59868025578114,-0.895277718897064,0.77672,"weak"
"1nM","chr1",145708160,145708649,92.36842105,9.875,6.518,10.49666667,17.01466667,0.620959034416971,4.5365531836749,2.38646657697475,2.89118624111464,0.956074526031699,0.77672,"strong"
"1nM","chr1",145765460,145765850,47.86666667,3.444444444,2.25,1.304,3.554,0.579555555555556,3.88909550085265,1.49165487667772,1.51600596764155,-0.563305910893518,0.77672,"middle"
"1nM","chr1",147669292,147669634,101.9285714,43.21428571,18.14285714,35.83125,53.97410714,0.506341730751788,4.63403526610668,3.78904794297241,4.00686229510839,2.28546422446951,0.77672,"strong"
"1nM","chr1",147669743,147670037,91.46153846,133.3076923,22.29,35.05428571,57.34428571,0.635870894201142,4.52679275761698,4.90013337888074,4.06636142266021,2.85031875816306,0.77672,"strong"
"1nM","chr1",147716570,147716848,35.58333333,27.1,0.56,34.02166667,34.58166667,0.0164600989549346,3.59959276319606,3.3357695763397,3.57183052402986,1.18331352961464,0.77672,"strong"
"1nM","chr1",148366484,148366714,28.5,1.333333333,0.56,0.545,1.105,0.973214285714286,3.38439026334577,0.847297860244346,0.744315467134345,-1.5836249048259,0.77672,"weak"
"1nM","chr1",148376529,148376834,53.76923077,8.545454545,1.685,1.304,2.989,0.773887240356083,4.00312855396448,2.25606507731153,1.38354057292327,-0.133009878437331,0.77672,"middle"
"1nM","chr1",148383998,148384216,21,2.333333333,0,2.17,2.17,0,3.09104245335832,1.20397280422594,1.15373158788919,-1.39173549254387,0.77672,"weak"
"1nM","chr1",150017488,150017754,62.58333333,3.444444444,0,0,0,0,4.15235138144403,1.49165487667772,0,-1.07736428880662,0.77672,"weak"
"1nM","chr1",150981785,150982064,120.5454545,26,49.45285714,2.608,52.06085714,0.0527370944941929,4.8002883039296,3.29583686600433,3.97143950274421,2.10627043242654,0.77672,"strong"
"1nM","chr1",151004090,151004329,48.55555556,15.44444444,2.2475,10.208,12.4555,0.220170454545455,3.90309437477353,2.79998769615763,2.59938794439515,0.646927424143385,0.77672,"strong"
"1nM","chr1",151005963,151006157,60.44444444,57.77777778,32.31,14.332,46.642,0.443577839678118,4.11813342411378,4.07376385455989,3.86371472513403,2.04777112970771,0.77672,"strong"
"1nM","chr1",151007989,151008328,120.2666667,29.35714286,21.35428571,36.23625,57.59053571,0.589307274069475,4.79799197769079,3.41303183940328,4.07057317688407,2.21335538547297,0.77672,"strong"
"1nM","chr1",151514187,151514424,88.3,81.4,24.725,13.03,37.755,0.526996966632963,4.49200148788245,4.41158543691543,3.65725977973347,2.37751774114642,0.77672,"strong"
"1nM","chr1",151993963,151994280,175.2142857,55.64285714,22.64,20.47285714,43.11285714,0.904278142226148,5.17170078683303,4.03676589196915,3.7867512850865,2.66425627166707,0.77672,"strong"
"1nM","chr1",152743167,152743481,101,8.9,0,3.04,3.04,0,4.62497281328427,2.29253475714054,1.39624469197306,0.288823077195304,0.77672,"middle"
"1nM","chr1",153520266,153520524,44.18181818,1.25,1.685,1.0875,2.7725,0.64540059347181,3.81069475325802,0.810930216216329,1.32773791165987,-1.06946688384976,0.77672,"weak"
"1nM","chr1",154914841,154915070,16.2,4,0,0,0,0,2.84490938381941,1.6094379124341,0,-1.84612889215683,0.77672,"weak"
"1nM","chr1",154941548,154941753,60.1,12.77777778,1.873333333,0.545,2.418333333,0.290925266955681,4.11251186617755,2.62305698843011,1.22915310275872,0.0675549531509521,0.77672,"middle"
"1nM","chr1",156616556,156616807,167.3636364,17.09090909,89.91,31.485,121.395,0.350183516850184,5.12612614262374,2.89540955187587,4.80725351957065,2.47122083524055,0.77672,"strong"
"1nM","chr1",156831254,156831479,25.57142857,2.833333333,1.123333333,0,1.123333333,0,3.27983652460412,1.34373474661414,0.752987180758976,-1.37538891523036,0.77672,"weak"
"1nM","chr1",157235285,157235522,25.33333333,23.22222222,0,1.086666667,1.086666667,0,3.27083556367233,3.18727048536113,0.735567896603642,-0.382762483178019,0.77672,"middle"
"1nM","chr1",160434974,160435218,4,1.333333333,0,0,0,0,1.6094379124341,0.847297860244346,0,-3.04929573095147,0.77672,"weak"
"1nM","chr1",161566395,161566574,64.625,11.125,28.996,2.1725,31.1685,0.0749241274658574,4.18395672091179,2.49526943682355,3.47098771287134,1.0515528554294,0.77672,"strong"
"1nM","chr1",161647765,161647980,46,6.875,9.5525,0.545,10.0975,0.0570531274535462,3.85014760171006,2.0636931847117,2.40671985772605,0.124676050905951,0.77672,"middle"
"1nM","chr1",161721537,161721732,14.77777778,1.8,0,0.545,0.545,0,2.75860248040589,1.02961941718116,0.435023910349709,-2.02193951836038,0.77672,"weak"
"1nM","chr1",162056565,162056743,7.857142857,5.5,4.87,0,4.87,0,2.18122423597365,1.87180217690159,1.76985463384,-1.32984708048975,0.77672,"weak"
"1nM","chr1",162134731,162134936,17.22222222,1.333333333,1.685,0.545,2.23,0.323442136498516,2.90264185036603,0.847297860244346,1.17248213723457,-1.69801614372839,0.77672,"weak"
"1nM","chr1",162159461,162159821,123.2,29.13333333,32.59285714,35.51857143,68.11142857,0.917628604636704,4.82189316949938,3.4056319786194,4.235720108849,2.29881712071268,0.77672,"strong"
"1nM","chr1",162163541,162163719,27.25,46,9.5525,11.51,21.0625,0.829930495221546,3.34109345759245,3.85014760171006,3.09387933469352,1.08440441308277,0.77672,"strong"
"1nM","chr1",162165594,162166172,59.04166667,28.81818182,6.969,53.30090909,60.26990909,0.130748238988432,4.09503876570709,3.39511833564675,4.11528884297606,1.77579436579548,0.77672,"strong"
"1nM","chr1",162388541,162388753,12.1,2.333333333,8.056666667,1.085,9.141666667,0.134671079845483,2.57261223020711,1.20397280422594,2.31665235023835,-1.19905737721121,0.77672,"weak"
"1nM","chr1",164748345,164748892,50,8.2,5.21,0.7233333333,5.9333333333,0.138835572610365,3.93182563272433,2.21920348405499,1.93634069803435,0.0500510421479968,0.77672,"middle"
"1nM","chr1",164757742,164757930,25.11111111,1.6,2.696,0,2.696,0,3.26236093676539,0.955511445027436,1.30725115377944,-1.34914502934539,0.77672,"weak"
"1nM","chr1",165158862,165159078,21.6,6.5,0,1.36,1.36,0,3.11794990627824,2.01490302054226,0.858661619037519,-1.06469025763981,0.77672,"weak"
"1nM","chr1",165162988,165163297,159.6923077,25.41666667,5.34,3.076666667,8.416666667,0.576154806554307,5.0794914041429,3.27399512421546,2.24248116895974,1.49468060378327,0.77672,"strong"
"1nM","chr1",165328126,165328375,48.1,2.333333333,3.746666667,1.45,5.196666667,0.387010676122152,3.89385903480047,1.20397280422594,1.82401151311904,-0.578767081726582,0.77672,"middle"
"1nM","chr1",166603413,166603665,88.81818182,4.2,0.56,0,0.56,0,4.49778742496974,1.64865862558738,0.444685821261446,-0.571585124982858,0.77672,"middle"
"1nM","chr1",166609611,166609807,12.85714286,1.8,0,0.545,0.545,0,2.62880082965426,1.02961941718116,0.435023910349709,-2.10464398150089,0.77672,"weak"
"1nM","chr1",169510690,169510871,35.5,9.666666667,1.9675,1.738,3.7055,0.883354510800508,3.59731226058845,2.36712361416287,1.54873203731671,-0.256672865283798,0.77672,"middle"
"1nM","chr1",169517695,169517888,12.875,7,0,1.63,1.63,0,2.6300886596325,2.07944154167984,0.966983846189673,-1.29159534693762,0.77672,"weak"
"1nM","chr1",169529390,169529701,169.8571429,29.53846154,8.71,9.23,17.94,0.943661971830986,5.1408277857061,3.41898692327603,2.94127608775793,1.92716733987389,0.77672,"strong"
"1nM","chr1",169690357,169690622,56.27272727,1.333333333,0,1.086666667,1.086666667,0,4.04782454653959,0.847297860244346,0.735567896603642,-1.16484494731836,0.77672,"weak"
"1nM","chr1",171257451,171257746,102.5833333,17.36363636,8.618333333,8.325,16.943333333,0.965964030205607,4.64037644140091,2.91037242440481,2.88721864388618,1.30638824947813,0.77672,"strong"
"1nM","chr1",172746438,172746715,92.5,3.857142857,1.125,4.345,5.47,0.25891829689298,4.53796143629464,1.58045037553144,1.86717610851281,0.0565220333943297,0.77672,"middle"
"1nM","chr1",176823227,176823475,96.5,1.333333333,0,0,0,0,4.5798523780038,0.847297860244346,0,-1.15666545809125,0.77672,"weak"
"1nM","chr1",177063907,177064191,50.83333333,3.166666667,0.56,0.815,1.375,0.687116564417178,3.94803344288687,1.42711635572015,0.864997437486605,-0.853756484876453,0.77672,"weak"
"1nM","chr1",177275424,177275668,6.75,7.571428571,6.37,2.606,8.976,0.409105180533752,2.04769284336526,2.14843441311679,2.30018220837774,-1.02543841606942,0.77672,"weak"
"1nM","chr1",177301298,177301622,37.14285714,2.125,0,1.085,1.085,0,3.64133850927003,1.13943428318836,0.734768855250765,-1.26475402355856,0.77672,"weak"
"1nM","chr1",177440911,177441219,65.69230769,11.11111111,15.25142857,2.715,17.96642857,0.178016110919634,4.2000896192844,2.49412330480118,2.94267049895832,0.823606018038384,0.77672,"strong"
"1nM","chr1",177448719,177449099,146.75,24.33333333,8.99125,9.23,18.22125,0.974133261105092,4.99552165628621,3.23212105148664,2.95601643784777,1.73922247624991,0.77672,"strong"
"1nM","chr1",177476748,177476989,54,9.777777778,4.2175,1.63,5.8475,0.386484884410196,4.00733318523247,2.37748640118778,1.9238836221551,0.178949401438687,0.77672,"middle"
"1nM","chr1",177571838,177572033,65.25,14.5,2.53,24.25,26.78,0.104329896907216,4.19343546486633,2.7408400239252,3.3243163373262,1.12566128265994,0.77672,"strong"
"1nM","chr1",177620683,177620959,62.58333333,7.875,0.3733333333,3.8,4.1733333333,0.0982456140263158,4.15235138144403,2.18323833536148,1.64351722608052,0.0392399117115954,0.77672,"middle"
"1nM","chr1",177951516,177951751,29.7,2,0,0,0,0,3.42426265459315,1.09861228866811,0,-1.75579484008544,0.77672,"weak"
"1nM","chr1",179371615,179371800,7.5,5.2,1.125,0,1.125,0,2.14006616349627,1.82454929205105,0.75377180237638,-1.83882558272288,0.77672,"weak"
"1nM","chr1",179874764,179874977,24.7,2,1.496666667,36.916,38.412666667,0.0405424928757178,3.24649099190117,1.09861228866811,3.67408725364752,-0.216713677481565,0.77672,"middle"
"1nM","chr1",180167659,180168211,128.6521739,19,14.09909091,4.464444444,18.563535354,0.316647681222732,4.86485527929493,2.99573227355399,2.97366739234396,1.53488503850772,0.77672,"strong"
"1nM","chr1",180228501,180228823,117.6153846,12.92307692,51.69833333,52.73714286,104.43547619,0.980302127235871,4.77588619653204,2.63354767358329,4.6580991657177,2.03805921273823,0.77672,"strong"
"1nM","chr1",181127010,181127264,96.09090909,5.333333333,0,2.351666667,2.351666667,0,4.57564774671241,1.8458266904457,1.20945773465596,-0.0704204761106467,0.77672,"middle"
"1nM","chr1",182244498,182244723,78.5,5.875,0,6.95,6.95,0,4.37575702166029,1.92789164355263,2.07317192866624,0.235446731281378,0.77672,"middle"
"1nM","chr1",183023824,183024214,263.7647059,43.93333333,53.44555556,29.67888889,83.12444445,0.55531070037585,5.57884152930337,3.80517990973591,4.43229718407979,3.08759324538451,0.77672,"strong"
"1nM","chr1",183222918,183223118,39.14285714,3.5,2.472,0,2.472,0,3.69244452020726,1.50407739677627,1.2447307967981,-0.803824747269869,0.77672,"middle"
"1nM","chr1",184363017,184363210,32.44444444,5,1.685,0,1.685,0,3.50988568727977,1.79175946922805,0.987680727960828,-0.878731441031983,0.77672,"weak"
"1nM","chr1",184373235,184373482,193.3636364,16.125,2.623333333,25.33666667,27.960000003,0.103539007998482,5.26973081897371,2.84053938414829,3.36591556762111,1.8845580136698,0.77672,"strong"
"1nM","chr1",184473082,184473322,11.75,8.875,3.146,6.333333333,9.479333333,0.496736842131407,2.54553127160444,2.29000631078719,2.34940506360613,-0.608829026992679,0.77672,"middle"
"1nM","chr1",184482942,184483389,87,8,3.746666667,2.30875,6.055416667,0.616214412756565,4.47733681447821,2.19722457733622,1.95379564337655,0.393483143674489,0.77672,"middle"
"1nM","chr1",184517251,184517469,45,3.6,1.685,3.256666667,4.941666667,0.517400204655333,3.8286413964891,1.52605630349505,1.78198967768835,-0.4634276198152,0.77672,"middle"
"1nM","chr1",184547754,184548170,76.5625,6.230769231,6.101428571,0.3633333333,6.4647619043,0.0595488956515722,4.35108406296483,1.97834542484038,2.01019353554613,0.21894027788836,0.77672,"middle"
"1nM","chr1",184626681,184626978,117.6153846,10.375,5.0575,2.896666667,7.954166667,0.572746745823035,4.77588619653204,2.43141796483701,2.19211897333775,0.818710257181943,0.77672,"strong"
"1nM","chr1",184647301,184647499,9.142857143,3.5,0,0,0,0,2.31676972800009,1.50407739677627,0,-2.24014393929821,0.77672,"weak"
"1nM","chr1",185645627,185645877,29.90909091,6.555555556,0,1.085,1.085,0,3.43105034484125,2.02228312789871,0.734768855250765,-0.916885432658839,0.77672,"weak"
"1nM","chr1",188432500,188432847,32.07692308,2.6,1.685,0.545,2.23,0.323442136498516,3.49883585131909,1.28093384546206,1.17248213723457,-1.08146794324002,0.77672,"weak"
"1nM","chr1",190275684,190275919,9.5,1.333333333,0,1.3575,1.3575,0,2.35137525716348,0.847297860244346,0.857601735525475,-2.19087276657672,0.77672,"weak"
"1nM","chr1",190285153,190285550,28.15384615,3.166666667,0,0.545,0.545,0,3.37258684748896,1.42711635572015,0.435023910349709,-1.41378056983279,0.77672,"weak"
"1nM","chr1",191150060,191150314,20.33333333,2,0,3.26,3.26,0,3.06027079453531,1.09861228866811,1.44926916028128,-1.33593503052118,0.77672,"weak"
"1nM","chr1",191427748,191427955,18.8,1.25,0,0,0,0,2.98568193770049,0.810930216216329,0,-2.192256963446,0.77672,"weak"
"1nM","chr1",193919901,193920104,23.75,2.333333333,0,1.085,1.085,0,3.2088254890147,1.20397280422594,0.734768855250765,-1.50510926080923,0.77672,"weak"
"1nM","chr1",197485904,197486171,167.0909091,10.88888889,2.81,5.7,8.51,0.492982456140351,5.12450495864284,2.47560425721914,2.2523438765573,1.09203802487488,0.77672,"strong"
"1nM","chr1",199646931,199647121,21.25,0.5,0,0,0,0,3.10234200861225,0.405465108108164,0,-2.3392272574504,0.77672,"weak"
