"peak_chrom","peak_start","peak_end","alu_chrom","alu_start","alu_end","subfamily","distance","set","dose","alu_key","has_motif"
"chr12",6363890,6364272,"chr12",6364473,6364776,"AluY",202,"SetA","10nM","chr12:6364473-6364776",FALSE
"chr12",12356837,12357041,"chr12",12356013,12356317,"AluY",521,"SetA","10nM","chr12:12356013-12356317",FALSE
"chr12",15273957,15274296,"chr12",15273146,15273440,"AluY",518,"SetA","10nM","chr12:15273146-15273440",FALSE
"chr12",23235105,23235760,"chr12",23231999,23232294,"AluY",2812,"SetA","10nM","chr12:23231999-23232294",FALSE
"chr12",42716038,42716342,"chr12",42715484,42715780,"AluY",259,"SetA","10nM","chr12:42715484-42715780",FALSE
"chr12",64625410,64625655,"chr12",64624671,64624966,"AluY",445,"SetA","10nM","chr12:64624671-64624966",FALSE
"chr12",85580574,85580874,"chr12",85579568,85579876,"AluY",699,"SetA","10nM","chr12:85579568-85579876",FALSE
"chr12",100952393,100953032,"chr12",100947901,100948178,"AluY",4216,"SetA","10nM","chr12:100947901-100948178",FALSE
"chr12",102548566,102549020,"chr12",102542113,102542407,"AluY",6160,"SetA","10nM","chr12:102542113-102542407",FALSE
"chr12",119171151,119171602,"chr12",119170694,119170994,"AluY",158,"SetA","10nM","chr12:119170694-119170994",FALSE
"chr12",119172540,119172787,"chr12",119170694,119170994,"AluY",1547,"SetA","10nM","chr12:119170694-119170994",FALSE
"chr13",26983109,26983324,"chr13",26982303,26982585,"AluY",525,"SetA","10nM","chr13:26982303-26982585",FALSE
"chr13",29840387,29840573,"chr13",29839645,29839949,"AluY",439,"SetA","10nM","chr13:29839645-29839949",FALSE
"chr13",32068254,32068588,"chr13",32068908,32069214,"AluY",321,"SetA","10nM","chr13:32068908-32069214",FALSE
"chr13",36629642,36629962,"chr13",36631424,36631698,"AluY",1463,"SetA","10nM","chr13:36631424-36631698",FALSE
"chr13",46143221,46143514,"chr13",46143787,46144100,"AluY",274,"SetA","10nM","chr13:46143787-46144100",FALSE
"chr13",82305614,82306068,"chr13",82304761,82305098,"AluY",517,"SetA","10nM","chr13:82304761-82305098",FALSE
"chr13",106736993,106737381,"chr13",106737408,106737688,"AluY",28,"SetA","10nM","chr13:106737408-106737688",FALSE
"chr13",113863804,113864103,"chr13",113864979,113865287,"AluY",877,"SetA","10nM","chr13:113864979-113865287",FALSE
"chr14",35334236,35334516,"chr14",35334745,35335042,"AluY",230,"SetA","10nM","chr14:35334745-35335042",FALSE
"chr14",42720106,42720399,"chr14",42725773,42726072,"AluY",5375,"SetA","10nM","chr14:42725773-42726072",FALSE
"chr14",50018354,50018731,"chr14",50016709,50017018,"AluY",1337,"SetA","10nM","chr14:50016709-50017018",FALSE
"chr14",53152158,53152382,"chr14",53155201,53155501,"AluY",2820,"SetA","10nM","chr14:53155201-53155501",FALSE
"chr14",69357604,69357889,"chr14",69356554,69356855,"AluY",750,"SetA","10nM","chr14:69356554-69356855",FALSE
"chr14",71475936,71476229,"chr14",71476649,71476907,"AluY",421,"SetA","10nM","chr14:71476649-71476907",FALSE
"chr14",90555834,90556146,"chr14",90548845,90549146,"AluY",6689,"SetA","10nM","chr14:90548845-90549146",FALSE
"chr14",91418074,91418588,"chr14",91419944,91420221,"AluY",1357,"SetA","10nM","chr14:91419944-91420221",FALSE
"chr14",98822978,98823303,"chr14",98825209,98825515,"AluY",1907,"SetA","10nM","chr14:98825209-98825515",FALSE
"chr14",99964851,99965462,"chr14",99963956,99964276,"AluY",576,"SetA","10nM","chr14:99963956-99964276",FALSE
"chr14",102868390,102868648,"chr14",102869529,102869822,"AluY",882,"SetA","10nM","chr14:102869529-102869822",FALSE
"chr14",105032179,105032715,"chr14",105031965,105032272,"AluY",0,"SetA","10nM","chr14:105031965-105032272",FALSE
"chr15",67114925,67115205,"chr15",67113095,67113389,"AluY",1537,"SetA","10nM","chr15:67113095-67113389",FALSE
"chr15",70362300,70362720,"chr15",70361500,70361791,"AluY",510,"SetA","10nM","chr15:70361500-70361791",FALSE
"chr15",78135246,78135771,"chr15",78135684,78135952,"AluY",0,"SetA","10nM","chr15:78135684-78135952",FALSE
"chr15",80696828,80697083,"chr15",80698061,80698363,"AluY",979,"SetA","10nM","chr15:80698061-80698363",FALSE
"chr15",82952094,82952495,"chr15",82953591,82953896,"AluY",1097,"SetA","10nM","chr15:82953591-82953896",FALSE
"chr15",89129753,89130109,"chr15",89133834,89134137,"AluY",3726,"SetA","10nM","chr15:89133834-89134137",FALSE
"chr15",89693609,89693952,"chr15",89694244,89694534,"AluY",293,"SetA","10nM","chr15:89694244-89694534",FALSE
"chr15",95895536,95895924,"chr15",95896419,95896724,"AluY",496,"SetA","10nM","chr15:95896419-95896724",FALSE
"chr15",98751977,98752219,"chr15",98752401,98752702,"AluY",183,"SetA","10nM","chr15:98752401-98752702",FALSE
"chr15",101248269,101248629,"chr15",101248777,101249102,"AluY",149,"SetA","10nM","chr15:101248777-101249102",FALSE
"chr16",327114,327478,"chr16",326858,327154,"AluY",0,"SetA","10nM","chr16:326858-327154",FALSE
"chr16",1827565,1827940,"chr16",1827999,1828297,"AluY",60,"SetA","10nM","chr16:1827999-1828297",FALSE
"chr16",2719168,2719641,"chr16",2718313,2718616,"AluY",553,"SetA","10nM","chr16:2718313-2718616",FALSE
"chr16",3166464,3167050,"chr16",3167517,3167828,"AluY",468,"SetA","10nM","chr16:3167517-3167828",FALSE
"chr16",3167221,3167454,"chr16",3167517,3167828,"AluY",64,"SetA","10nM","chr16:3167517-3167828",FALSE
"chr16",10577037,10577324,"chr16",10575237,10575538,"AluY",1500,"SetA","10nM","chr16:10575237-10575538",FALSE
"chr16",11130472,11130832,"chr16",11129762,11130061,"AluY",412,"SetA","10nM","chr16:11129762-11130061",FALSE
"chr16",12037018,12037251,"chr16",12036322,12036632,"AluY",387,"SetA","10nM","chr16:12036322-12036632",FALSE
"chr16",15487866,15488111,"chr16",15488551,15488835,"AluY",441,"SetA","10nM","chr16:15488551-15488835",FALSE
"chr16",17344445,17344752,"chr16",17344220,17344511,"AluY",0,"SetA","10nM","chr16:17344220-17344511",FALSE
"chr16",35524006,35524356,"chr16",35524686,35524995,"AluY",331,"SetA","10nM","chr16:35524686-35524995",FALSE
"chr16",53732462,53732835,"chr16",53732041,53732350,"AluY",113,"SetA","10nM","chr16:53732041-53732350",FALSE
"chr16",66310990,66311235,"chr16",66312250,66312567,"AluY",1016,"SetA","10nM","chr16:66312250-66312567",FALSE
"chr16",75310017,75310229,"chr16",75309540,75309845,"AluY",173,"SetA","10nM","chr16:75309540-75309845",FALSE
"chr16",80527802,80528036,"chr16",80528149,80528460,"AluY",114,"SetA","10nM","chr16:80528149-80528460",FALSE
"chr16",88936246,88936541,"chr16",88934743,88935039,"AluY",1208,"SetA","10nM","chr16:88934743-88935039",FALSE
"chr17",6550639,6550883,"chr17",6551075,6551378,"AluY",193,"SetA","10nM","chr17:6551075-6551378",FALSE
"chr17",15659358,15660063,"chr17",15660616,15660925,"AluY",554,"SetA","10nM","chr17:15660616-15660925",FALSE
"chr17",19599235,19599653,"chr17",19600077,19600387,"AluY",425,"SetA","10nM","chr17:19600077-19600387",FALSE
"chr17",39812506,39812796,"chr17",39812816,39813104,"AluY",21,"SetA","10nM","chr17:39812816-39813104",FALSE
"chr17",40549284,40549550,"chr17",40545001,40545309,"AluY",3976,"SetA","10nM","chr17:40545001-40545309",FALSE
"chr17",41525664,41525956,"chr17",41525959,41526273,"AluY",4,"SetA","10nM","chr17:41525959-41526273",FALSE
"chr17",55707479,55707862,"chr17",55711722,55712036,"AluY",3861,"SetA","10nM","chr17:55711722-55712036",FALSE
"chr17",57085589,57085990,"chr17",57083944,57084247,"AluY",1343,"SetA","10nM","chr17:57083944-57084247",FALSE
"chr17",57375745,57376270,"chr17",57376922,57377219,"AluY",653,"SetA","10nM","chr17:57376922-57377219",TRUE
"chr17",57376739,57377002,"chr17",57376922,57377219,"AluY",0,"SetA","10nM","chr17:57376922-57377219",TRUE
"chr17",57458268,57458606,"chr17",57458099,57458399,"AluY",0,"SetA","10nM","chr17:57458099-57458399",FALSE
"chr17",60346809,60347397,"chr17",60347351,60347652,"AluY",0,"SetA","10nM","chr17:60347351-60347652",FALSE
"chr17",72399521,72399749,"chr17",72398514,72398809,"AluY",713,"SetA","10nM","chr17:72398514-72398809",FALSE
"chr17",72617709,72618352,"chr17",72618975,72619278,"AluY",624,"SetA","10nM","chr17:72618975-72619278",FALSE
"chr17",73506545,73506768,"chr17",73504345,73504658,"AluY",1888,"SetA","10nM","chr17:73504345-73504658",FALSE
"chr17",82103696,82104257,"chr17",82104530,82104837,"AluY",274,"SetA","10nM","chr17:82104530-82104837",FALSE
"chr17",82234880,82235147,"chr17",82233834,82234139,"AluY",742,"SetA","10nM","chr17:82233834-82234139",FALSE
"chr17",83064825,83065069,"chr17",83060830,83061127,"AluY",3699,"SetA","10nM","chr17:83060830-83061127",FALSE
"chr17",83067563,83067956,"chr17",83060830,83061127,"AluY",6437,"SetA","10nM","chr17:83060830-83061127",FALSE
"chr17",83180925,83181367,"chr17",83170304,83170603,"AluY",10323,"SetA","10nM","chr17:83170304-83170603",FALSE
"chr17",83189758,83190061,"chr17",83170304,83170603,"AluY",19156,"SetA","10nM","chr17:83170304-83170603",FALSE
"chr18",11155634,11156016,"chr18",11157489,11157792,"AluY",1474,"SetA","10nM","chr18:11157489-11157792",FALSE
"chr18",13223579,13223958,"chr18",13224467,13224779,"AluY",510,"SetA","10nM","chr18:13224467-13224779",FALSE
"chr18",25090171,25090403,"chr18",25088204,25088518,"AluY",1654,"SetA","10nM","chr18:25088204-25088518",FALSE
"chr18",39523315,39523614,"chr18",39522428,39522727,"AluY",589,"SetA","10nM","chr18:39522428-39522727",FALSE
"chr18",48038065,48038318,"chr18",48032422,48032735,"AluY",5331,"SetA","10nM","chr18:48032422-48032735",FALSE
"chr18",48548235,48548569,"chr18",48551792,48552101,"AluY",3224,"SetA","10nM","chr18:48551792-48552101",FALSE
"chr18",77054743,77055058,"chr18",77057824,77058117,"AluY",2767,"SetA","10nM","chr18:77057824-77058117",FALSE
"chr18",77055163,77055444,"chr18",77057824,77058117,"AluY",2381,"SetA","10nM","chr18:77057824-77058117",FALSE
"chr19",1181557,1182177,"chr19",1181113,1181394,"AluY",164,"SetA","10nM","chr19:1181113-1181394",FALSE
"chr19",1208022,1208309,"chr19",1208306,1208607,"AluY",0,"SetA","10nM","chr19:1208306-1208607",FALSE
"chr19",4538000,4538192,"chr19",4537557,4537866,"AluY",135,"SetA","10nM","chr19:4537557-4537866",FALSE
"chr19",4538381,4538716,"chr19",4537557,4537866,"AluY",516,"SetA","10nM","chr19:4537557-4537866",FALSE
"chr19",15562885,15563450,"chr19",15562555,15562838,"AluY",48,"SetA","10nM","chr19:15562555-15562838",FALSE
"chr19",16463709,16464289,"chr19",16464805,16465094,"AluY",517,"SetA","10nM","chr19:16464805-16465094",FALSE
"chr19",16824727,16824984,"chr19",16824243,16824533,"AluY",195,"SetA","10nM","chr19:16824243-16824533",FALSE
"chr19",32222634,32223034,"chr19",32220480,32220790,"AluY",1845,"SetA","10nM","chr19:32220480-32220790",FALSE
"chr19",40226809,40227127,"chr19",40227060,40227353,"AluY",0,"SetA","10nM","chr19:40227060-40227353",FALSE
"chr19",40480197,40480530,"chr19",40479969,40480270,"AluY",0,"SetA","10nM","chr19:40479969-40480270",FALSE
"chr19",57798690,57798969,"chr19",57798889,57799185,"AluY",0,"SetA","10nM","chr19:57798889-57799185",FALSE
"chr19",58518153,58518484,"chr19",58520773,58521081,"AluY",2290,"SetA","10nM","chr19:58520773-58521081",FALSE
"chr2",10021757,10022064,"chr2",10021265,10021553,"AluY",205,"SetA","10nM","chr2:10021265-10021553",FALSE
"chr2",10022441,10022637,"chr2",10021265,10021553,"AluY",889,"SetA","10nM","chr2:10021265-10021553",FALSE
"chr2",11515514,11515804,"chr2",11517650,11517929,"AluY",1847,"SetA","10nM","chr2:11517650-11517929",FALSE
"chr2",13055113,13055494,"chr2",13055403,13055709,"AluY",0,"SetA","10nM","chr2:13055403-13055709",FALSE
"chr2",19003664,19003894,"chr2",19006862,19007134,"AluY",2969,"SetA","10nM","chr2:19006862-19007134",FALSE
"chr2",24084178,24084476,"chr2",24085953,24086252,"AluY",1478,"SetA","10nM","chr2:24085953-24086252",FALSE
"chr2",42035889,42036233,"chr2",42036703,42037007,"AluY",471,"SetA","10nM","chr2:42036703-42037007",FALSE
"chr2",42342499,42342868,"chr2",42344570,42344863,"AluY",1703,"SetA","10nM","chr2:42344570-42344863",FALSE
"chr2",45820682,45820997,"chr2",45817411,45817710,"AluY",2973,"SetA","10nM","chr2:45817411-45817710",FALSE
"chr2",72572567,72572849,"chr2",72573833,72574129,"AluY",985,"SetA","10nM","chr2:72573833-72574129",FALSE
"chr2",72574873,72575347,"chr2",72573833,72574129,"AluY",745,"SetA","10nM","chr2:72573833-72574129",FALSE
"chr2",109351193,109351509,"chr2",109357168,109357480,"AluY",5660,"SetA","10nM","chr2:109357168-109357480",FALSE
"chr2",111932732,111933258,"chr2",111932189,111932480,"AluY",253,"SetA","10nM","chr2:111932189-111932480",FALSE
"chr2",133439521,133439704,"chr2",133440428,133440735,"AluY",725,"SetA","10nM","chr2:133440428-133440735",FALSE
"chr2",133443093,133443369,"chr2",133440428,133440735,"AluY",2359,"SetA","10nM","chr2:133440428-133440735",FALSE
"chr2",133582846,133583149,"chr2",133583753,133584053,"AluY",605,"SetA","10nM","chr2:133583753-133584053",FALSE
"chr2",137508813,137509150,"chr2",137508376,137508668,"AluY",146,"SetA","10nM","chr2:137508376-137508668",FALSE
"chr2",137675963,137676270,"chr2",137679318,137679624,"AluY",3049,"SetA","10nM","chr2:137679318-137679624",FALSE
"chr2",138435738,138436091,"chr2",138437008,138437309,"AluY",918,"SetA","10nM","chr2:138437008-138437309",FALSE
"chr2",139199202,139199604,"chr2",139210896,139211211,"AluY",11293,"SetA","10nM","chr2:139210896-139211211",FALSE
"chr2",139245178,139245720,"chr2",139246504,139246784,"AluY",785,"SetA","10nM","chr2:139246504-139246784",FALSE
"chr2",142873453,142873636,"chr2",142872119,142872395,"AluY",1059,"SetA","10nM","chr2:142872119-142872395",FALSE
"chr2",157125250,157125853,"chr2",157124177,157124477,"AluY",774,"SetA","10nM","chr2:157124177-157124477",FALSE
"chr2",157628590,157628791,"chr2",157630620,157630921,"AluY",1830,"SetA","10nM","chr2:157630620-157630921",FALSE
"chr2",161867400,161867607,"chr2",161863919,161864212,"AluY",3189,"SetA","10nM","chr2:161863919-161864212",FALSE
"chr2",172274149,172274423,"chr2",172273213,172273520,"AluY",630,"SetA","10nM","chr2:172273213-172273520",FALSE
"chr2",172274704,172275006,"chr2",172273213,172273520,"AluY",1185,"SetA","10nM","chr2:172273213-172273520",FALSE
"chr2",172380452,172381022,"chr2",172379759,172380062,"AluY",391,"SetA","10nM","chr2:172379759-172380062",FALSE
"chr2",189541284,189542048,"chr2",189539690,189539987,"AluY",1298,"SetA","10nM","chr2:189539690-189539987",FALSE
"chr2",217092577,217092978,"chr2",217088713,217089019,"AluY",3559,"SetA","10nM","chr2:217088713-217089019",FALSE
"chr2",221767364,221767861,"chr2",221768629,221768942,"AluY",769,"SetA","10nM","chr2:221768629-221768942",FALSE
"chr2",224331662,224332228,"chr2",224332017,224332330,"AluY",0,"SetA","10nM","chr2:224332017-224332330",FALSE
"chr2",232511491,232511933,"chr2",232510768,232511053,"AluY",439,"SetA","10nM","chr2:232510768-232511053",FALSE
"chr2",236611519,236611966,"chr2",236609816,236610127,"AluY",1393,"SetA","10nM","chr2:236609816-236610127",FALSE
"chr2",237235366,237235923,"chr2",237237582,237237894,"AluY",1660,"SetA","10nM","chr2:237237582-237237894",FALSE
"chr2",240565972,240566220,"chr2",240563204,240563501,"AluY",2472,"SetA","10nM","chr2:240563204-240563501",FALSE
"chr20",9531630,9531965,"chr20",9533344,9533647,"AluY",1380,"SetA","10nM","chr20:9533344-9533647",FALSE
"chr20",22296138,22296590,"chr20",22296743,22297049,"AluY",154,"SetA","10nM","chr20:22296743-22297049",FALSE
"chr20",22680214,22680633,"chr20",22675735,22676032,"AluY",4183,"SetA","10nM","chr20:22675735-22676032",FALSE
"chr20",34350185,34350497,"chr20",34350510,34350818,"AluY",14,"SetA","10nM","chr20:34350510-34350818",FALSE
"chr20",48663714,48664157,"chr20",48664092,48664397,"AluY",0,"SetA","10nM","chr20:48664092-48664397",FALSE
"chr20",50283539,50283794,"chr20",50287209,50287511,"AluY",3416,"SetA","10nM","chr20:50287209-50287511",FALSE
"chr20",50284709,50285154,"chr20",50287209,50287511,"AluY",2056,"SetA","10nM","chr20:50287209-50287511",FALSE
"chr21",15005311,15005772,"chr21",15011198,15011486,"AluY",5427,"SetA","10nM","chr21:15011198-15011486",FALSE
"chr21",15199546,15199757,"chr21",15202156,15202452,"AluY",2400,"SetA","10nM","chr21:15202156-15202452",FALSE
"chr21",15199932,15200350,"chr21",15202156,15202452,"AluY",1807,"SetA","10nM","chr21:15202156-15202452",FALSE
"chr21",15200664,15200868,"chr21",15202156,15202452,"AluY",1289,"SetA","10nM","chr21:15202156-15202452",FALSE
"chr21",15203625,15204090,"chr21",15202156,15202452,"AluY",1174,"SetA","10nM","chr21:15202156-15202452",FALSE
"chr21",15204196,15204638,"chr21",15202156,15202452,"AluY",1745,"SetA","10nM","chr21:15202156-15202452",FALSE
"chr21",15204898,15205241,"chr21",15202156,15202452,"AluY",2447,"SetA","10nM","chr21:15202156-15202452",FALSE
"chr21",15374228,15374519,"chr21",15374741,15375049,"AluY",223,"SetA","10nM","chr21:15374741-15375049",FALSE
"chr21",17746081,17746404,"chr21",17745476,17745782,"AluY",300,"SetA","10nM","chr21:17745476-17745782",FALSE
"chr21",21897617,21897913,"chr21",21896933,21897239,"AluY",379,"SetA","10nM","chr21:21896933-21897239",FALSE
"chr21",31529378,31529759,"chr21",31528920,31529218,"AluY",161,"SetA","10nM","chr21:31528920-31529218",FALSE
"chr21",34534616,34534881,"chr21",34532963,34533259,"AluY",1358,"SetA","10nM","chr21:34532963-34533259",FALSE
"chr21",36193333,36193567,"chr21",36192685,36192987,"AluY",347,"SetA","10nM","chr21:36192685-36192987",FALSE
"chr21",39523636,39524292,"chr21",39524885,39525183,"AluY",594,"SetA","10nM","chr21:39524885-39525183",FALSE
"chr21",44764750,44765103,"chr21",44769378,44769677,"AluY",4276,"SetA","10nM","chr21:44769378-44769677",FALSE
"chr21",45403325,45403568,"chr21",45400846,45401143,"AluY",2183,"SetA","10nM","chr21:45400846-45401143",FALSE
"chr21",46200943,46201242,"chr21",46201799,46202092,"AluY",558,"SetA","10nM","chr21:46201799-46202092",FALSE
"chr22",18119593,18120070,"chr22",18117491,18117802,"AluY",1792,"SetA","10nM","chr22:18117491-18117802",FALSE
"chr22",24531981,24532590,"chr22",24531758,24532071,"AluY",0,"SetA","10nM","chr22:24531758-24532071",FALSE
"chr22",25400858,25401121,"chr22",25400262,25400562,"AluY",297,"SetA","10nM","chr22:25400262-25400562",FALSE
"chr22",27345370,27345717,"chr22",27346324,27346620,"AluY",608,"SetA","10nM","chr22:27346324-27346620",FALSE
"chr22",29398842,29399091,"chr22",29399984,29400295,"AluY",894,"SetA","10nM","chr22:29399984-29400295",FALSE
"chr22",38222838,38223116,"chr22",38224105,38224413,"AluY",990,"SetA","10nM","chr22:38224105-38224413",FALSE
"chr22",45273594,45273777,"chr22",45272993,45273295,"AluY",300,"SetA","10nM","chr22:45272993-45273295",FALSE
"chr22",46465766,46466426,"chr22",46467541,46467840,"AluY",1116,"SetA","10nM","chr22:46467541-46467840",FALSE
"chr22",46488912,46489301,"chr22",46488665,46488958,"AluY",0,"SetA","10nM","chr22:46488665-46488958",FALSE
"chr22",48477368,48477703,"chr22",48481068,48481379,"AluY",3366,"SetA","10nM","chr22:48481068-48481379",FALSE
"chr3",4581636,4582104,"chr3",4579929,4580226,"AluY",1411,"SetA","10nM","chr3:4579929-4580226",FALSE
"chr3",18119490,18119697,"chr3",18118670,18118974,"AluY",517,"SetA","10nM","chr3:18118670-18118974",FALSE
"chr3",22864039,22864416,"chr3",22865017,22865314,"AluY",602,"SetA","10nM","chr3:22865017-22865314",FALSE
"chr3",22864706,22864920,"chr3",22865017,22865314,"AluY",98,"SetA","10nM","chr3:22865017-22865314",FALSE
"chr3",29440466,29440680,"chr3",29435656,29435988,"AluY",4479,"SetA","10nM","chr3:29435656-29435988",FALSE
"chr3",32110285,32110633,"chr3",32109905,32110217,"AluY",69,"SetA","10nM","chr3:32109905-32110217",FALSE
"chr3",42819920,42820260,"chr3",42820347,42820614,"AluY",88,"SetA","10nM","chr3:42820347-42820614",FALSE
"chr3",50150765,50150996,"chr3",50149510,50149819,"AluY",947,"SetA","10nM","chr3:50149510-50149819",FALSE
"chr3",57041506,57042126,"chr3",57042701,57042996,"AluY",576,"SetA","10nM","chr3:57042701-57042996",FALSE
"chr3",61708045,61708577,"chr3",61708443,61708755,"AluY",0,"SetA","10nM","chr3:61708443-61708755",FALSE
"chr3",64255883,64256154,"chr3",64258538,64258845,"AluY",2385,"SetA","10nM","chr3:64258538-64258845",FALSE
"chr3",64501468,64501767,"chr3",64500456,64500756,"AluY",713,"SetA","10nM","chr3:64500456-64500756",FALSE
"chr3",66415986,66416479,"chr3",66414115,66414423,"AluY",1564,"SetA","10nM","chr3:66414115-66414423",FALSE
"chr3",100104110,100104497,"chr3",100094674,100094987,"AluY",9124,"SetA","10nM","chr3:100094674-100094987",FALSE
"chr3",123626953,123627278,"chr3",123625526,123625825,"AluY",1129,"SetA","10nM","chr3:123625526-123625825",FALSE
"chr3",123627714,123628013,"chr3",123625526,123625825,"AluY",1890,"SetA","10nM","chr3:123625526-123625825",FALSE
"chr3",126211733,126212110,"chr3",126206852,126207108,"AluY",4626,"SetA","10nM","chr3:126206852-126207108",FALSE
"chr3",126212556,126212817,"chr3",126206852,126207108,"AluY",5449,"SetA","10nM","chr3:126206852-126207108",FALSE
"chr3",129485889,129486110,"chr3",129489556,129489859,"AluY",3447,"SetA","10nM","chr3:129489556-129489859",FALSE
"chr3",146160447,146160771,"chr3",146163148,146163459,"AluY",2378,"SetA","10nM","chr3:146163148-146163459",FALSE
"chr3",151085247,151085490,"chr3",151084126,151084464,"AluY",784,"SetA","10nM","chr3:151084126-151084464",FALSE
"chr3",154224449,154224737,"chr3",154227292,154227580,"AluY",2556,"SetA","10nM","chr3:154227292-154227580",FALSE
"chr3",164380210,164380606,"chr3",164379356,164379675,"AluY",536,"SetA","10nM","chr3:164379356-164379675",FALSE
"chr3",164634799,164635335,"chr3",164636648,164636961,"AluY",1314,"SetA","10nM","chr3:164636648-164636961",FALSE
"chr3",168888518,168888731,"chr3",168889231,168889527,"AluY",501,"SetA","10nM","chr3:168889231-168889527",FALSE
"chr3",172516962,172517162,"chr3",172515980,172516279,"AluY",684,"SetA","10nM","chr3:172515980-172516279",FALSE
"chr3",188491377,188491896,"chr3",188490751,188491059,"AluY",319,"SetA","10nM","chr3:188490751-188491059",FALSE
"chr3",189772937,189773291,"chr3",189773915,189774221,"AluY",625,"SetA","10nM","chr3:189773915-189774221",FALSE
"chr3",189773635,189773867,"chr3",189773915,189774221,"AluY",49,"SetA","10nM","chr3:189773915-189774221",FALSE
"chr3",193876127,193876379,"chr3",193877721,193878019,"AluY",1343,"SetA","10nM","chr3:193877721-193878019",FALSE
"chr4",997777,998167,"chr4",998963,999231,"AluY",797,"SetA","10nM","chr4:998963-999231",FALSE
"chr4",3460987,3461952,"chr4",3456213,3456523,"AluY",4465,"SetA","10nM","chr4:3456213-3456523",FALSE
"chr4",3463157,3463698,"chr4",3456213,3456523,"AluY",6635,"SetA","10nM","chr4:3456213-3456523",FALSE
"chr4",3827051,3827265,"chr4",3823166,3823473,"AluY",3579,"SetA","10nM","chr4:3823166-3823473",FALSE
"chr4",3827523,3827983,"chr4",3823166,3823473,"AluY",4051,"SetA","10nM","chr4:3823166-3823473",FALSE
"chr4",6110389,6110751,"chr4",6109124,6109425,"AluY",965,"SetA","10nM","chr4:6109124-6109425",FALSE
"chr4",10656102,10656737,"chr4",10655637,10655948,"AluY",155,"SetA","10nM","chr4:10655637-10655948",FALSE
"chr4",10657077,10657309,"chr4",10655637,10655948,"AluY",1130,"SetA","10nM","chr4:10655637-10655948",FALSE
"chr4",48853040,48853453,"chr4",48852865,48853178,"AluY",0,"SetA","10nM","chr4:48852865-48853178",FALSE
"chr4",52058292,52058694,"chr4",52066142,52066449,"AluY",7449,"SetA","10nM","chr4:52066142-52066449",FALSE
"chr4",54511405,54511669,"chr4",54509538,54509843,"AluY",1563,"SetA","10nM","chr4:54509538-54509843",FALSE
"chr4",74374931,74375130,"chr4",74375306,74375628,"AluY",177,"SetA","10nM","chr4:74375306-74375628",FALSE
"chr4",76569174,76569594,"chr4",76567369,76567656,"AluY",1519,"SetA","10nM","chr4:76567369-76567656",FALSE
"chr4",88177903,88178180,"chr4",88177090,88177404,"AluY",500,"SetA","10nM","chr4:88177090-88177404",FALSE
"chr4",104908060,104908300,"chr4",104904414,104904709,"AluY",3352,"SetA","10nM","chr4:104904414-104904709",FALSE
"chr4",124977683,124977998,"chr4",124972102,124972413,"AluY",5271,"SetA","10nM","chr4:124972102-124972413",FALSE
"chr4",129232941,129233201,"chr4",129229227,129229534,"AluY",3408,"SetA","10nM","chr4:129229227-129229534",FALSE
"chr4",139875419,139875754,"chr4",139874800,139875101,"AluY",319,"SetA","10nM","chr4:139874800-139875101",FALSE
"chr4",140660132,140660339,"chr4",140660910,140661213,"AluY",572,"SetA","10nM","chr4:140660910-140661213",FALSE
"chr4",155530226,155530567,"chr4",155527736,155528045,"AluY",2182,"SetA","10nM","chr4:155527736-155528045",FALSE
"chr4",159541940,159542234,"chr4",159549936,159550253,"AluY",7703,"SetA","10nM","chr4:159549936-159550253",FALSE
"chr4",168677187,168677453,"chr4",168676588,168676878,"AluY",310,"SetA","10nM","chr4:168676588-168676878",FALSE
"chr4",172963008,172963271,"chr4",172965306,172965634,"AluY",2036,"SetA","10nM","chr4:172965306-172965634",FALSE
"chr5",301623,302950,"chr5",299551,299847,"AluY",1777,"SetA","10nM","chr5:299551-299847",FALSE
"chr5",1516228,1516482,"chr5",1518334,1518639,"AluY",1853,"SetA","10nM","chr5:1518334-1518639",FALSE
"chr5",5633460,5633922,"chr5",5639271,5639568,"AluY",5350,"SetA","10nM","chr5:5639271-5639568",FALSE
"chr5",18048521,18048705,"chr5",18046422,18046772,"AluY",1750,"SetA","10nM","chr5:18046422-18046772",FALSE
"chr5",19734722,19735377,"chr5",19735396,19735694,"AluY",20,"SetA","10nM","chr5:19735396-19735694",FALSE
"chr5",31330539,31330856,"chr5",31326681,31326993,"AluY",3547,"SetA","10nM","chr5:31326681-31326993",FALSE
"chr5",35304704,35304946,"chr5",35303996,35304256,"AluY",449,"SetA","10nM","chr5:35303996-35304256",FALSE
"chr5",44539592,44539869,"chr5",44538022,44538316,"AluY",1277,"SetA","10nM","chr5:44538022-44538316",FALSE
"chr5",56357564,56357787,"chr5",56353623,56353928,"AluY",3637,"SetA","10nM","chr5:56353623-56353928",FALSE
"chr5",56429007,56429557,"chr5",56431441,56431748,"AluY",1885,"SetA","10nM","chr5:56431441-56431748",FALSE
"chr5",58126944,58127379,"chr5",58128829,58129167,"AluY",1451,"SetA","10nM","chr5:58128829-58129167",FALSE
"chr5",105616616,105617067,"chr5",105621134,105621434,"AluY",4068,"SetA","10nM","chr5:105621134-105621434",FALSE
"chr5",119564109,119564597,"chr5",119568244,119568551,"AluY",3648,"SetA","10nM","chr5:119568244-119568551",FALSE
