"chrom","start","end","nearest_alu_subfamily","distance","set","dose","overlaps_alu"
"chr14",61514192,61514494,"AluJr",1160,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",61515413,61515625,"AluJr",2381,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",61559281,61559592,"AluJr",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr14",61714064,61714312,"AluSq2",439,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",63547781,63548283,"AluSz",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr14",64234974,64235322,"AluSx3",1636,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",64961219,64961447,"AluJb",181,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",65118114,65118813,"AluSg",261,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",67480091,67480391,"AluSx",358,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",68255912,68256158,"AluJb",1986,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",68306708,68307104,"AluSz6",2527,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",68309473,68309735,"AluSz",829,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",68393539,68393866,"AluSz",5143,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",68458987,68459409,"AluJo",723,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",68570010,68570457,"AluSg4",2695,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",68944777,68945008,"AluSx",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr14",68945854,68946213,"AluSx",662,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",68977398,68977643,"AluJr4",2971,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",69357656,69357865,"AluY",802,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",71475981,71476212,"AluY",438,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",71500676,71501065,"AluSp",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr14",71500676,71501065,"AluJr",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr14",73602160,73602429,"AluSg",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr14",73633862,73634072,"AluSx1",566,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",73756626,73756934,"AluJb",57,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",73782581,73782891,"AluJo",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr14",73784761,73785054,"AluJo",2134,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",74308816,74309060,"AluSz6",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr14",74922391,74922721,"AluSz",320,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",75069747,75069999,"AluSq",1436,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",75255055,75255293,"AluSp",561,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",75258657,75258849,"AluSx1",448,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",75260033,75260388,"AluSx1",659,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",75283239,75283485,"AluSp",161,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",75521304,75521754,"AluSz",3274,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",75535847,75536399,"AluJr",45,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",75562066,75562438,"AluSp",460,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",75566419,75566624,"AluJb",420,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",76919314,76919602,"AluSx3",2372,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",77004765,77004994,"AluJb",716,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",77007442,77007678,"AluJb",400,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",77099707,77100043,"AluSx",187,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",77111246,77111424,"AluSx3",1278,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",77400192,77400669,"AluSg",424,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",79413515,79413932,"AluSz",709,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",90503453,90504181,"AluSx",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr14",90512215,90512674,"AluSx",948,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",90513366,90513635,"AluJr4",960,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",91126378,91126635,"AluJo",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr14",91276492,91276748,"AluSx1",214,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",91291138,91291332,"AluSz",841,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",91325947,91326738,"AluSx1",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr14",91382531,91382845,"AluSz",687,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",91393044,91393397,"AluSx",259,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",91394256,91394652,"AluSx",392,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",91418090,91418527,"AluY",1418,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",92963695,92964165,"AluSp",1557,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",92988124,92988363,"AluSx",7118,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",93011663,93011962,"AluJr",9295,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",93017377,93017756,"AluSz",3555,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",93032588,93032771,"AluSz",215,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",93033117,93033304,"AluSz",744,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",93045089,93045448,"FAM",67,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",93046012,93046244,"FAM",341,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",94321361,94321674,"AluSq2",553,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",94390708,94391051,"AluSz6",1686,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",95056460,95057094,"AluSx1",219,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",95197671,95197938,"AluSq2",93,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",95516107,95516362,"AluSx3",2849,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",96106111,96106305,"AluSp",4195,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",96117503,96117682,"AluSg4",1078,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",96148703,96148904,"AluSc5",1945,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",96574371,96574554,"AluSz6",1636,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",96574732,96575229,"AluSz6",1997,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",98129841,98130097,"AluSx",4569,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",98806526,98806890,"AluSg",1055,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",98891252,98891519,"AluY",3236,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",98899538,98899728,"AluSc",3242,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",98903493,98903827,"AluSx1",1703,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",99207627,99207831,"AluJr",5353,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",99590643,99590881,"AluSx",845,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",99964915,99965427,"AluY",640,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",100012335,100012659,"AluSq",1640,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",100091588,100091858,"AluJo",95,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",100096473,100096849,"AluSz6",448,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",100137215,100137554,"AluJb",2425,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",100817512,100817782,"AluJo",350,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",101408499,101408698,"AluJb",1148,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",103693419,103693860,"AluYc",391,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",103880092,103880305,"AluSx1",771,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",104344136,104344357,"Alu",2551,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",104345468,104345653,"Alu",1255,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",104346220,104346439,"Alu",469,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",105032266,105032689,"AluY",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr14",105050410,105050646,"AluJr",608,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr14",105559402,105559716,"AluSc8",940,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",24944943,24945243,"FAM",169,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",29823097,29823305,"AluSx4",501,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",31441039,31441281,"AluSg7",157,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",33067864,33068296,"AluSp",1698,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",39534338,39534689,"AluSp",924,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",39629621,39629820,"AluJb",2353,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",39668493,39668817,"AluJo",1656,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",50181403,50181877,"AluSz",2118,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",50765032,50765299,"AluSc8",925,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",50854744,50854976,"AluSx",175,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",53739724,53739932,"AluYc",376,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",57591604,57592130,"AluSz",1997,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",62832294,62832780,"AluSz",6247,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",63018877,63019131,"AluSx",622,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",63019718,63019945,"AluSx",1463,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",63379928,63380154,"AluSx1",1532,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",63380588,63380803,"AluSx",1477,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",63387812,63388095,"AluSz",463,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",63395766,63396035,"AluSc",1089,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",64703636,64704233,"AluSx",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr15",65286221,65286430,"AluSp",784,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",69481372,69481550,"AluJr",265,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",69482699,69483052,"AluSz6",315,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",69987870,69988063,"AluSc8",2499,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",70016166,70016604,"AluSx1",1854,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",70093370,70093548,"AluJb",14268,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",70308284,70308564,"AluSg",272,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",70321091,70321604,"AluJo",634,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",70323002,70323207,"AluJo",701,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",70324125,70324360,"AluJo",1824,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",70378100,70378446,"FLAM_C",11734,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",70385013,70385302,"FLAM_C",4878,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",70462933,70463393,"AluJb",1028,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",71079138,71079379,"FAM",1234,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",71083924,71084174,"AluJr",329,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",71096631,71097055,"AluJb",228,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",71104738,71105066,"AluSq2",1874,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",71975415,71975725,"AluSz6",1500,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",73710133,73710469,"AluSz",1404,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",74725916,74726149,"AluSx",1235,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",74771011,74771241,"AluSz",76,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",74789092,74789355,"AluSp",2778,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",74817204,74817762,"AluSx1",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr15",75036096,75036594,"AluSx",105,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",75682422,75682676,"AluSc8",2440,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",76108019,76108415,"AluJo",1101,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",76108970,76109319,"AluJo",197,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",78135398,78135728,"AluY",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr15",80668138,80668329,"AluSq2",530,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",80668863,80669138,"AluSq2",1255,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",80679443,80679725,"AluSp",234,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",80696852,80697065,"AluY",997,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",81092034,81092372,"AluSx1",1094,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",81398589,81398843,"AluSc",4789,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",82919325,82919721,"FLAM_A",1129,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",82952160,82952440,"AluY",1152,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",84908678,84908895,"AluSx1",196,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",87878102,87878518,"AluYm1",2919,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",89106116,89106350,"AluSq2",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr15",89108906,89109156,"AluSz",916,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",89115591,89115904,"AluSz",810,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",89121461,89121678,"AluJr4",169,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",89828505,89828744,"AluSx3",1826,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",90991706,90992074,"AluSx1",263,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",92639183,92639483,"AluSx1",787,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",92645543,92645913,"FLAM_C",2279,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",94792447,94792725,"AluJb",3757,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",95894405,95894722,"AluSc8",1595,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",95895598,95895882,"AluY",538,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",95911587,95911938,"AluSq2",5037,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",96336937,96337292,"AluJb",29581,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",96339401,96339664,"AluSq2",29332,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",98749205,98749509,"AluJr",740,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",98758316,98758538,"AluSz",854,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",98760186,98760410,"AluSx",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr15",98763608,98763961,"AluSc",546,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",99306690,99306880,"AluJr",1515,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",99564998,99565329,"AluSx1",3271,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",100517159,100517516,"AluSg",1366,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",101167318,101167499,"AluSq10",1357,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",101167824,101168072,"AluSq10",1863,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr15",101611786,101612119,"AluSc",183,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",316817,317050,"AluSx",748,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",327165,327431,"AluY",12,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",450571,450880,"AluSz",93,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",451652,451925,"AluSx",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr16",451652,451925,"AluSq2",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr16",588185,588415,"AluJb",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr16",1287665,1288379,"AluJo",66,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",1294020,1294221,"AluJr",59,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",1296968,1297255,"AluSc",58,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",1378893,1379223,"AluSx",1451,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",1414863,1415187,"AluSx",161,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",2329661,2329959,"AluSx",53,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",2330148,2330326,"AluSx",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr16",2330148,2330326,"AluSq",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr16",2719224,2719587,"AluY",609,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",2912431,2912658,"AluSx1",1041,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",3166458,3166987,"AluY",531,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",4113447,4113721,"AluSx3",2039,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",4142547,4142757,"AluSx3",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr16",4152150,4152655,"AluSx1",123,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",4176856,4177062,"AluSq2",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr16",4260521,4260729,"AluJo",230,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",4369024,4369438,"AluJo",200,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",4371505,4371796,"AluJo",2681,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",4616475,4616747,"FRAM",73,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",8679302,8679518,"AluJr",125,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",9047695,9047992,"AluJo",902,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",10590451,10590698,"AluSp",22,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",10594574,10594884,"FLAM_C",346,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",11127906,11128213,"AluJo",17,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",11130495,11130811,"AluY",435,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",14020089,14020622,"AluSc",1783,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",14370324,14370524,"FLAM_A",420,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",15489458,15489647,"AluYf1",229,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",16973808,16974569,"AluSz",389,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",17171154,17171560,"AluSq",903,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",17295434,17295822,"AluSx",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr16",17296480,17296812,"AluJr",476,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",17315689,17316014,"AluJb",376,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",17459585,17459881,"AluJb",209,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",19987755,19988359,"AluSc",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr16",20014107,20014395,"AluSz",707,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",20881257,20881480,"AluJr4",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr16",21511545,21511801,"AluSq",240,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",21512563,21512853,"AluSq",1258,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",23079650,23080050,"FAM",71,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",23137862,23138270,"AluJb",631,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",23148590,23148888,"AluJr",638,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",23153131,23153344,"AluSz",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr16",25040368,25040897,"AluSp",32,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",25119594,25119867,"AluSc8",12,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",27898013,27898327,"AluJr4",415,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",28609788,28610026,"AluJr4",13,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",29290897,29291154,"AluSz",4616,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",29310699,29311247,"AluSx",11227,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",35524037,35524312,"AluY",375,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",52565085,52565316,"AluJo",239,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",53045460,53045799,"AluJo",210,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",53099393,53099899,"AluJo",555,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",53775587,53775859,"AluSq",4573,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",54085459,54085724,"AluJr4",1798,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",54094760,54094982,"AluJr",86,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",54424147,54424431,"AluJo",823,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",54424956,54425257,"AluJo",1632,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",54425679,54426014,"AluJo",2355,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",54432325,54432576,"AluSz",1072,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",56370777,56371244,"AluSz",1461,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",56373182,56373370,"AluSz",170,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",57622702,57623044,"FRAM",561,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",66278103,66278372,"AluSz6",5583,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",68328144,68328336,"AluJb",196,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",68416630,68416858,"AluSx",3125,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",68745675,68745979,"AluSx",0,"SetB_v2_ER_H3K27ac_PROseq","1nM",TRUE
"chr16",69324602,69324783,"FLAM_C",589,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",72913322,72913760,"AluSc",301,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",72914371,72914594,"AluSz",116,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",72929428,72929768,"AluSq2",168,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",72936018,72936349,"AluSx",270,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",72944888,72945182,"AluJb",584,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",73015656,73016005,"AluJb",312,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",73043899,73044077,"AluSp",566,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
"chr16",73055413,73055649,"AluSp",10494,"SetB_v2_ER_H3K27ac_PROseq","1nM",FALSE
